Instance,MD5,Doug Hains (disqualified),MIPSat,MIPSat,glue_bit,gluebit_lgl,GlucoRed,Nigma,Nigma-NoPB,Solver43a,Solver43b,forl,strangenight,relback,gluH,ZENN,SAT4J,CSHCapplLG,CSHCapplLC,Riss3g,satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,minipure,glucose,glueminisat,Riss3g,sattimeRelbackShr,RSeq
007.cnf,47bd95959bb15bb2714b1a35ce3ac6a8,3354.58,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,132.648,5000.0,5000.0,5000.0,575.65,5000.0,1879.05,1868.81,5000.0,4525.28,5000.0,5000.0,5000.0,1492.69,97.4212,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
grid-strips-grid-y-3.045-NOTKNOWN.cnf,ae5921b0b39a8bc51efc86aa7463a85b,1143.96,236.648,188.067,713.636,504.222,352.975,2932.48,283.539,731.891,442.998,657.768,573.758,673.067,646.768,511.539,5000.0,1630.57,2128.23,594.211,183.123,692.293,539.774,529.494,1488.98,449.952,2006.36,651.984,341.644,441.384,5000.0,2085.05
008.cnf,646f3555e6bdf2179cfc49111bb3ad1f,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4059.04,4496.69,5000.0,5000.0,5000.0,5000.0,5000.0
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-NOTKNOWN.cnf,90d6ab6c96502322a316dba40c7c3226,202.799,949.939,864.761,154.667,149.592,249.13,216.563,102.766,136.005,130.595,43.1734,454.656,24.6972,112.889,459.589,5000.0,430.069,5000.0,127.904,67.0438,74.3367,114.713,119.403,114.935,885.278,5000.0,161.567,27.2908,136.473,2736.97,699.385
gss-18-s100.cnf,36e05ed1d33d17d974fb7805c91fe357,358.053,415.202,130.108,19.0641,41.0068,2148.57,191.266,69.9594,361.367,431.434,55.4446,224.424,14.8077,121.109,307.82,5000.0,271.719,141.858,205.453,273.805,367.333,542.361,542.23,56.4904,220.999,545.434,301.788,562.205,44.7692,1563.81,1465.49
008.cnf,e5c9348d6dfa41bf497cc3047c44bd87,5000.0,5000.0,2547.35,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,214.778,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1542.7,5000.0,5000.0,5000.0,5000.0,1180.32,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
009.cnf,325958b2a1a39d6714cf5cbb8d02fb91,462.927,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,497.331,496.96,5000.0,5000.0,5000.0,5000.0,5000.0,54.2318,5000.0,4831.7,5000.0,5000.0,5000.0,5000.0,5000.0
009.cnf,8228934aedd07945fbc1ec78f6634c72,2250.37,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1743.23,1744.29,5000.0,4201.48,5000.0,5000.0,5000.0,1356.2,3160.31,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
009.cnf,f0ef151e6d349537aa0543d269ae5b77,42.0066,5000.0,1085.36,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1073.25,5000.0,5000.0,5000.0,4571.9,5000.0,5000.0,5000.0,5000.0,2898.84,5000.0,5000.0,5000.0,5000.0,5000.0,1672.23,5000.0,5000.0,5000.0,5000.0,5000.0
010.cnf,219e95d5e052c2ab56e50e1c7c765aa7,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3222.41,3223.42,5000.0,5000.0,5000.0,5000.0,5000.0,2911.21,5000.0,3290.87,5000.0,5000.0,5000.0,5000.0,5000.0
AProVE07-11.cnf,76a9a702e3f5579ca21a804121363b5b,110.484,476.408,1402.72,68.5636,459.688,5000,466.567,409.829,341.264,417.63,430.137,197.113,94.2127,88.7095,62.6845,287.43,552.784,594.438,271.22,99.4979,47.1468,94.0187,97.6222,184.111,533.17,30.0184,41.4057,157.617,39.8519,5000.0,966.349
itox_vc1033.cnf,17cc03672e09c4ccad0986fb3657ba7a,5.09422,3.05253,3.09653,3.20351,7.85481,1.58176,4.48832,4.79927,15.1847,14.4268,10.1185,10.0015,2.94855,3.52546,1.51977,11.2923,77.8512,71.9991,3.9124,4.11137,1.68474,205.332,5.84611,17.9433,30.8003,3.42848,1.53177,2.16067,1.9917,20.8878,604.72
itox_vc1130.cnf,1dc3830fa84fd706a44d8cbfb2c0c08c,7.01393,4.48432,4.21236,3.9254,18.5352,2.04669,78.817,78.2351,17.3134,16.8184,9.65653,12.2221,3.65744,3.74843,1.91071,18.5472,288.851,89.6904,5.72413,4.55731,2.35464,232.759,7.67983,234.003,38.6201,4.56731,1.85172,2.50962,2.55161,21.8427,602.257
slp-synthesis-aes-top27.cnf,159e4ad1136dd3b9ce59cc4cb5634433,1388.4,4310.99,4308.85,5000.0,1205.55,5000.0,2494.74,5000.0,5000.0,5000.0,5000.0,1162.76,5000.0,5000.0,430.149,5000.0,2155.3,2134.57,5000.0,1735.43,5000.0,5000.0,5000.0,1780.09,5000.0,518.514,5000.0,5000.0,5000.0,5000.0,5000.0
9vliw_m_9stages_iq3_C1_bug8.cnf,38f3159fddfc095a413b2afec78f1d19,115.161,215.289,224.814,76.4744,92.6219,198.988,309.996,151.686,73.1809,75.9285,1141.88,570.366,14.5228,43.3594,171.047,137.144,582.761,981.515,227.206,26.8139,66.03,253.494,277.873,120.228,162.92,109.564,95.7624,132.76,385.118,14.4808,15.2237
9vliw_m_9stages_iq3_C1_bug9.cnf,90ea7ffb0c4bf9a38b59a628b2a2b091,107.697,174.816,222.993,150.559,158.258,81.8136,909.891,148.733,149.452,150.824,775.551,979.614,39.622,91.4681,69.9064,99.7648,565.496,963.292,443.921,44.4632,68.7306,252.972,278.103,104.781,77.0523,95.7954,133.204,75.4535,245.593,40.7538,39.718
9vliw_m_9stages_iq3_C1_bug10.cnf,8520866de176665c8e9e9baaa877993c,70.0434,184.529,257.446,94.9116,110.247,154.451,227.163,136.684,91.3321,92.7019,835.335,1537.98,33.111,46.266,79.4999,216.107,577.822,973.742,261.198,67.0838,305.718,236.888,233.186,117.711,193.367,118.625,34.5377,173.857,219.107,33.109,31.7802
9vliw_m_9stages_iq3_C1_bug7.cnf,ecd02c69e30c7eb00aec1121b50e9d05,100.82,177.528,217.574,12.1132,26.7489,71.2692,413.325,101.133,12.7071,11.9172,228.834,158.943,25.3621,18.2602,62.8814,576.878,539.107,650.325,246.63,20.7228,69.8254,248.77,262.49,78.5281,199.5,111.423,54.7927,100.287,224.153,24.9132,25.2182
aes_32_3_keyfind_2.cnf,3fa9101d04cd46f278ef4d2bd1e75643,110.025,1388.43,4.29735,334.312,2048.88,5000.0,4072.34,5000.0,5000.0,144.564,319.89,1534.55,1251.12,3538.91,4101.77,5000.0,722.384,1943.02,4627.25,305.999,5000.0,1769.38,1752.2,1153.15,1253.42,1070.77,4601.94,3942.18,68.2906,254.557,5000.0
9vliw_m_9stages_iq3_C1_bug4.cnf,ac9f0a08db1c99432bfb1d046a892d81,70.7452,179.072,262.574,32.576,46.9989,116.581,240.093,185.891,33.3369,32.3891,1353.42,1024.61,54.4087,71.9791,156.885,237.886,595.394,994.168,522.562,57.7902,123.134,236.315,268.348,132.009,181.904,109.372,44.2453,168.345,396.883,52.681,53.6848
9vliw_m_9stages_iq3_C1_bug1.cnf,e8136540b3c2a46fda0c0136afb0a405,72.8819,248.121,228.371,59.294,75.7275,190.651,643.309,263.263,58.6261,59.7269,1373.8,760.067,117.683,100.283,157.023,94.7276,560.88,955.396,250.882,51.0732,96.1734,212.688,280.124,96.9343,245.334,114.722,23.1045,101.302,310.765,117.606,118.43
total-10-15-s.cnf,c19d8230b3c2026af5f29abce0d10f19,22.5316,240.159,133.451,86.8008,74.5577,84.4682,97.2072,322.633,205.652,132.361,27.1629,183.281,9.39357,385.798,490.509,592.92,186.055,117.66,23.0595,53.5249,98.528,78.0261,78.807,59.5969,71.3312,5000.0,23.4044,66.7549,346.043,2070.74,865.321
partial-5-15-s.cnf,aeddf6934ba21adf4a25a76bc314ef43,178.325,70.8172,106.997,68.7176,99.6309,385.532,203.593,101.451,184.583,358.213,216.92,147.064,390.336,142.088,164.648,1834.01,121.774,216.179,383.661,703.555,119.871,139.538,141.856,328.215,186.284,5000.0,101.308,182.678,114.637,2342.26,681.615
partial-5-13-s.cnf,8440e7259e120363fc65b24385da09e8,127.08,39.9499,65.4131,213.712,29.4085,34.7127,102.432,49.6814,27.1759,44.1873,71.7361,54.0298,106.333,21.9887,59.8709,360.912,145.031,106.455,40.6288,22.3786,33.2469,28.6236,30.4734,42.0996,60.8577,1410.91,46.086,71.3472,53.0499,1470.43,746.063
partial-10-11-s.cnf,3435b921c4acd15d51fed09386b58888,1101.37,45.1721,302.186,400.33,253.344,238.733,438.865,1176.63,440.127,1142.11,134.529,115.447,120.822,302.329,1946.23,297.474,738.663,156.088,52.2291,259.863,361.617,337.938,341.936,262.685,751.349,5000.0,44.9212,624.414,153.058,1787.26,3554.36
partial-5-17-s.cnf,cd6cb5ea01688ce5beec6e625055ac90,5000.0,663.181,332.061,436.244,3079.06,1599.05,1418.77,1846.5,1055.48,394.591,292.916,680.883,1488.78,1277.73,1134.3,1667.19,461.524,238.298,1879.93,225.225,538.727,2667.9,2703.67,2070.52,614.27,5000.0,930.761,708.288,1179.53,5000.0,2225.83
partial-10-19-s.cnf,d1c031feea2b01bb6670a4d0116bbd23,5000.0,519.113,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,684.179,5000.0,5000.0,5000.0,5000.0,5000.0,423.493,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1963.5,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
partial-5-19-s.cnf,e244a296f9644a797dad8a0d16013dcf,455.848,597.035,661.292,520.5,527.434,244.715,898.592,457.937,274.745,176.707,127.02,540.83,160.518,515.923,1198.52,5000.0,447.87,1137.87,548.195,475.499,560.201,266.631,257.78,629.985,532.685,5000.0,274.29,632.776,873.461,1450.29,1253.8
vmpc_30.cnf,8df6cfaff4435ad2a04367a34fb047c1,2.30465,107.627,92.8289,58.0932,516.183,1446.18,44.9962,53.6578,284.933,182.026,416.851,1244.23,1517.09,754.062,168.516,1260.81,213.475,213.374,538.898,837.963,68.4446,146.863,147.193,167.192,1517.34,2991.69,12.3311,282.502,1082.4,652.292,2115.73
vmpc_34.cnf,a27d41b3e10d867544cd2bff7d005be2,5000.0,5000.0,290.129,61.6506,2410.85,5000.0,406.162,5000.0,674.011,678.333,5000.0,136.096,5000.0,5000.0,3165.66,5000.0,1124.26,5000.0,1924.24,3656.62,5000.0,400.477,403.361,5000.0,5000.0,5000.0,337.103,610.419,652.262,1208.66,5000.0
vmpc_29.cnf,1e81246225c81a67548d334d1dfcc24b,50.9453,1423.45,1375.37,153.108,66.2399,5000.0,536.358,2026.34,118.06,118.197,4815.23,1062.76,122.977,45.4061,213.378,3247.48,407.799,407.156,684.629,76.2584,401.656,250.782,251.27,372.05,527.163,1848.94,107.724,500.51,170.735,949.178,723.571
vmpc_33.cnf,4c4d694bb911a7a13a7cb66a99dd484c,736.409,345.5,2377.76,546.166,1687.76,622.658,5000.0,5000.0,1010.47,704.308,5000.0,5000.0,114.228,5000.0,4444.22,28.5847,160.278,160.203,1584.68,5000.0,783.296,3324.95,3371.18,106.401,1326.02,1705.67,121.974,115.053,2062.52,230.441,714.532
gss-17-s100.cnf,a5acf68fdb8596748ff1a3d5aad962ba,61.4427,118.149,59.386,148.019,56.2714,401.28,16.4135,106.905,81.2516,24.8832,181.98,87.9726,3.38748,11.8812,189.838,1938.4,250.096,185.145,69.3625,176.18,175.128,273.527,272.074,101.228,182.412,45.909,111.786,170.571,87.5807,585.529,888.285
gss-24-s100.cnf,790351bf154df794521d1ee020553727,2826.77,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2919.42,5000.0,5000.0,5000.0,5000.0
gss-23-s100.cnf,d47e6ce9b362e233b04697508dc1ae9c,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,861.048,861.84,5000.0,5000.0,5000.0,5000.0,5000.0,442.111,5000.0,5000.0,4913.23,5000.0,5000.0,5000.0,5000.0
ACG-20-5p1.cnf,8eb175d312e8be3bb4695a79b8f45bdc,1541.45,296.991,767.27,814.264,1598.62,617.648,2030.74,848.98,1837.92,1590.94,282.237,407.617,1442.38,1046.1,1076.92,5000.0,918.912,917.639,2527.23,874.194,3505.74,2064.69,2032.9,356.146,329.811,901.932,790.414,1240.91,1610.41,5000.0,5000.0
UR-20-5p1.cnf,c530016627d60451f148c386bba0e9bf,2451.24,764.459,1423.42,1222.72,1669.21,992.919,1320.99,1169.6,638.37,1560.31,335.076,550.34,847.277,830.008,1530.23,5000.0,846.522,839.528,1187.68,846.007,1121.71,1176.01,1173.45,343.191,786.425,3286.4,610.933,848.696,1568.9,5000.0,2614.21
UTI-20-5p1.cnf,10eca282b9263f77903cd90a479b46ee,1235.73,923.007,1638.89,351.26,793.36,507.805,588.967,1222.27,1175.5,1258.09,255.832,438.533,486.458,375.036,990.048,5000.0,758.173,448.444,385.191,162.77,558.079,557.937,539.314,258.41,1108.4,5000.0,1211.84,494.285,1456.1,2896.38,2204.43
gss-25-s100.cnf,ee84449b248eb58056a5effe5695d584,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2237.76,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
UTI-15-10p1.cnf,95ee3bccf00be0d94959b7512fd434b4,135.531,538.161,242.635,193.56,415.017,155.572,295.944,300.929,269.406,242.82,260.496,238.944,107.001,173.357,310.056,1942.81,225.509,346.366,162.763,176.415,278.633,161.642,169.551,189.29,381.121,657.357,97.7621,230.511,277.232,2805.54,890.297
b04_s_unknown.cnf,58dc93c46b05af12f6d535d49a92aaad,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2189.15,5000.0,5000.0,5000.0,2357.03,5000.0,1956.06,5000.0,2942.01,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2235.33,3064.45,5000.0,5000.0,5000.0,5000.0,5000.0
UR-20-10p1.cnf,6ace5cfbe110f1a43049037cb7432998,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2486.6,5000.0,5000.0,4036.12,4439.09,5000.0,5000.0,4452.12,5000.0,3654.3,3657.8,5000.0,5000.0,5000.0,5000.0,5000.0,3210.93,2691.43,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ndhf_xits_21_SAT.cnf,03a36a0e1b9af8e7c30a29a92e02302e,632.957,5.02423,6.01308,67.0188,47.8607,6.03608,6.19106,65.3171,9.13561,9.24959,3.47447,5.13522,5.07523,142.789,5.34819,6.94394,167.663,121.025,10.7184,1023.41,9.53355,18.1502,18.1302,3.63245,1.61575,1808.19,5.74413,5.80712,16.6055,27.7278,600.475
rbcl_xits_14_SAT.cnf,0678a0ef5b4345961915559db9bf689b,5.14722,17.7583,0.696893,75.6285,26.629,0.876865,1.91871,3.67444,1.9537,1.55176,17.1664,9.31258,1.15982,59.2,0.667897,3.2875,58.4771,62.4455,2.56761,5000.0,2.78058,2.57961,6.02708,2.66259,1.64675,5000.0,2.11668,1.57276,2.09068,6.31304,2.97055
b04_s_unknown_pre.cnf,34d558ef111eed0f545a21fe42317ac8,538.548,339.497,2257.72,414.087,2106.36,1134.85,139.545,876.835,1063.58,421.149,208.73,1321.32,359.435,181.932,224.822,624.325,716.698,719.299,597.915,316.247,622.331,447.533,450.567,246.48,388.458,3429.68,643.955,2681.49,385.969,519.141,853.462
AProVE09-06.cnf,d6f6073d38b29a9cff1f80910bc0501b,991.614,1299.49,2438.51,1189.65,818.125,2455.67,868.288,863.836,1471.65,1830.23,731.299,2944.94,907.332,760.117,791.182,1366.22,1165.08,1166.22,629.301,1311.69,1097.76,817.498,1471.4,738.734,846.962,5.61215,645.097,1462.87,1218.53,1755.3,2602.36
b04_s_2_unknown_pre.cnf,3d6547839860e628a0bd683c0666d3ed,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4196.6,4130.35,5000.0,5000.0,5000.0,5000.0,5000.0,3829.11,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
velev-pipe-sat-1.0-b7.cnf,612845a855119304b698a4b55aed3089,1240.61,172.031,63.5633,22.1886,76.7763,192.059,82.7004,175.754,94.9176,241.013,169.53,738.776,237.753,129.291,96.7463,12.2381,609.803,786.917,2011.42,502.895,216.023,730.192,413.138,67.0678,180.949,5000.0,146.05,118.207,322.102,5000.0,837.709
vmpc_32.renamed-as.sat05-1919.cnf,833432e05c2a1599e13dca28680b5df9,5000.0,4024.17,1367.57,604.995,228.837,5000.0,5000.0,5000.0,81.8935,2568.85,4147.6,612.777,39.264,777.285,1012.68,913.234,1141.67,907.053,3782.4,5000.0,2038.77,435.228,437.481,5000.0,4011.56,5000.0,3482.11,467.081,5000.0,2931.54,639.312
aaai10-planning-ipc5-pathways-17-step21.cnf,4f6c74152fcb90409ea0105b51afa3bd,5000.0,118.684,1087.55,91.2231,85.9639,1146.19,1586.72,5000.0,3036.25,5000.0,622.814,158.182,496.682,5000.0,2897.87,5000.0,1113.29,326.91,1691.69,4484.68,5000.0,658.028,658.756,682.319,622.139,752.8,2520.51,2267.76,386.783,3114.66,1253.21
aaai10-planning-ipc5-TPP-30-step11.cnf,9bfe4b40d3567ce3687a43a15fbd33eb,73.9887,141.418,179.968,50.3923,187.526,77.8392,101.774,81.9755,66.2989,133.565,124.862,56.6034,24.0623,96.3574,111.41,454.95,261.915,400.402,182.619,93.3108,73.5298,54.6817,105.128,198.053,224.653,242.316,53.8078,23.4644,177.467,284.291,631.683
smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,9fe9fe24bc28c127c9f6b6416a14f727,13.9849,5.98309,7.52485,3582.29,1941.07,1.85372,612.315,2888.8,907.394,3680.29,5000.0,5000.0,5000.0,4576.15,1.60675,2528.0,5000.0,1929.36,4666.82,3020.89,4.96225,12.883,15.0477,1443.59,1052.89,1.9527,1.73873,1.68974,2.11168,2525.05,1405.04
