Instance,MD5,Sparrow+CP3,CCAnr,Doug Hains,MIPSat,BalancedZ,SparrowToRiss (not competing),dk-SAT11,march_br,gluebit_clasp,clasp_vflip,GlucoRed,Solver43a,Solver43b,forl,strangenight,relback (not competing),gluH,ZENN,MIPSat (not competing),MIPSat (not competing),SAT4J,CSHCcombCS,gNovelty+GCa,gNovelty+GCwa,Riss3g (not competing),satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,sattime2013,minipure,glucose,glueminisat,Riss3g (not competing),sattimeRelbackSeq (not competing),sattimeClasp,sattimeRelbackShr (not competing),RSeq (not competing)
mrpp_4x4#10_16.cnf,16465ab2c80c6df120c4250142a04f63,5000.0,5000.0,4.45632,3848.71,5000.0,376.748,5000.0,5000.0,1.62575,1042.4,3.2675,12.7191,2.29365,0.97685,5.44117,1.07383,3.52646,4.18236,2804.73,997.833,6.06508,726.607,5000.0,5000.0,0.744886,4.30735,1.84772,2.01569,1.78273,4.72228,4.78027,5000.0,60.8148,2.10768,3.18451,0.727888,2501.09,3488.06,2.41763,2501.83
LABS_n081_goal007.cnf,70e9790e713c73816ad110b04f02c930,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,5000.0,4339.72,3518.78,770.82,1533.83,5000.0,2203.49,5000.0,4787.09,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2353.23,2493.3,5000.0,5000.0,735.764,123.347,5000.0,5000.0,5000.0,5000.0,4232.7,5000.0
sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,0b356767f83a803ddf362cecd03688e1,3.9374,3.45747,519.45,8.76667,0.526918,3.42648,5000.0,5000.0,7.61084,3.03254,0.237963,8.85565,8.46071,22.7875,3.9524,490.463,476.59,0.217966,984.47,984.333,31.8462,15.6646,5000.0,9.64553,0.634903,519.882,0.245962,384.644,2.86756,0.85187,0.487925,1.25081,0.249961,0.226964,0.229964,0.280957,1.12783,1.12283,4.50131,1.12683
LABS_n087_goal008.cnf,f609c3de3a6e0b577f3ed9f71342dc24,5000.0,5000.0,1584.38,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,1452.01,2106.02,566.307,325.335,5000.0,3532.94,1296.71,5000.0,2726.54,5000.0,5000.0,1755.12,461.113,4491.78,72.244,5000.0,5000.0,3832.74,5000.0,1784.99,813.026,5000.0,5000.0,3048.54,4689.81,5000.0,3113.97
LABS_n074_goal006.cnf,08d105f1674ac42167c87936b9e563f9,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,56.2694,5000.0,5000.0,5000.0,5000.0,5000.0,494.496,367.921,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3418.95,3268.86,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2996.82,2550.69,5000.0,5000.0
mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,82718e0ff54407c78c5fcacb97224b1c,5000.0,5000.0,3098.33,5000.0,5000.0,5000.0,5000.0,0.020996,4218.98,4687.42,5000.0,5000.0,5000.0,0.011997,902.126,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1200.21,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1194.93,1.51277,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
grid-pebbling-sat-grid-pbl-0300.sat05-1341.sat05-1341.reshuffled-07.cnf,e899c85929b7de69ebfb14f0dad93191,5000.0,18.7461,5000.0,5000.0,14.1039,468.152,5000.0,5000.0,116.457,0.963852,0.892863,98.33,95.8594,198.479,27.9867,5000.0,5000.0,0.78688,985.367,985.116,5000.0,402.838,5000.0,69.9484,2.16567,5000.0,0.907861,3.39348,7.43587,3.63045,1.54676,5000.0,0.889864,0.840871,0.807877,1.20082,5000.0,2500.46,216.438,2598.06
ndist.b.27984.cnf,54cd87c214b35a3b04123a5a84c38128,52.9809,273.339,5000.0,679.972,127.156,53.1159,696.988,5000.0,11.2373,883.102,3.50347,1374.47,992.199,23.4234,720.916,5000.0,5000.0,3.2865,745.704,726.606,5000.0,802.872,54.3317,64.4012,9.76052,5000.0,4.33334,13.122,14.4918,10.2434,10.8483,735.278,3.15552,3.41048,3.51247,3.17852,695.855,781.7,788.769,716.467
LABS_n089_goal008.cnf,7532956095f94ba840f19bfdec169f22,5000.0,5000.0,4209.45,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,457.479,5000,5000.0,5000.0,5000.0,121.558,5000.0,5000.0,4299.16,5000.0,4467.84,5000.0,2115.04,5000.0,5000.0,5000.0,2190.99,1100.01,496.822,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1935.2,3832.2,5000.0,3026.04,2840.83,5000.0
sgp_5-5-6.sat05-2675.reshuffled-07.cnf,531549e214a293ad3adf6ddff17eb882,5000.0,5000.0,2375.02,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3094.45,5000.0,5000.0,5000.0,5000.0,2155.69,5000.0,412.427,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1450.85,5000.0
LABS_n071_goal006.cnf,bbae79a1587324d9870435f6122e0b82,5000.0,5000.0,5000.0,5000.0,5000.0,1576.2,5000.0,5000.0,5000.0,1054.68,2225.75,4306.77,5000.0,5000.0,5000.0,3017.27,731.425,2632.71,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,984.427,4538.2,3406.11,5000.0,5000.0,2940.34,5000.0,5000.0,5000.0,5000.0,177.783,5000.0,5000.0,4258.87,5000.0,2995.17
LABS_n091_goal009.cnf,1e492431cebb71a7ac670ab663dba2fb,5000.0,5000.0,185.908,5000.0,5000.0,2860.06,5000.0,5000.0,108.594,511.19,5000,5000.0,121.984,2007.95,860.548,2361.37,266.984,75.5755,1025.87,1010.79,1155.19,612.403,5000.0,5000.0,8.44871,741.888,450.238,85.595,214.409,521.303,911.453,5000.0,534.272,1099.38,1108.87,54.4137,4809.12,2832.86,268.769,2702.17
LABS_n095_goal008.cnf,38b5416c335592f7c82ada09ee4793ca,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
rbsat-v945c61409gyes1.cnf,2ebc99112d5ef282fe9d0d684db3984f,5.98609,19.683,56.7204,1.19582,12.6381,1.06084,2931.03,396.018,112.716,1.23181,421.814,3087.93,3121.49,1238.5,671.142,6.86096,53.6059,264.257,12.0352,12.0412,1321.63,78.733,53.4309,21.4157,181.533,112.969,1011.61,83.4013,83.4223,7.05993,20.7708,0.511921,490.094,1107.93,772.87,2356.13,6.02408,5.99409,1.02284,5.96409
rbsat-v945c61409g10.cnf,4b3c9ace68adf36eacbbfebb5083efc4,190.243,71.4261,20.5309,303.056,677.883,8.44771,766.01,734.335,225.692,306.709,5000.0,261.071,166.074,426.77,694.262,132.995,564.666,13.6769,317.914,318.042,1897.79,96.9593,38.4352,102.477,751.281,485.803,57.4893,106.905,106.761,3813.07,339.863,26.7509,2002.91,54.7107,763.657,120.518,44.4782,44.6912,101.384,44.5602
rbsat-v945c61409gyes9.cnf,5b3cb365e0da247dad8c75295d40c6a5,23.9794,54.1468,334.09,3.53246,394.874,27.1339,5000.0,3682.78,380.718,79.222,5000.0,364.184,362.073,991.161,521.723,980.618,453.974,1012.23,111.792,111.792,4327.3,163.32,157.058,308.604,1330.42,997.654,76.1284,92.193,91.802,5000.0,236.236,4.68929,495.268,435.949,1607.88,1322.2,5.07723,5.08423,63.6523,5.15521
LABS_n088_goal008.cnf,6a56be105a85c4713a1f3b7b8e92f1f7,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,4852.19,5000.0,5000.0,5000.0,5000.0,1784.14,4944.63,5000.0,1977.03,5000.0,5000.0,4940.37,4760.05,4909.87,5000.0,2344.21,5000.0,5000.0,5000.0,3873.36,5000.0,3272.26,5000.0,5000.0,5000.0,5000.0,4475.54
LABS_n079_goal006.cnf,adbaa5a1da446ffdb14aad2a27f63224,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
LABS_n100_goal009.cnf,fd64ac131ff23eedaa2b14678510e592,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2740.32,5000.0,5000,5000.0,5000.0,5000.0,4163.04,5000.0,989.371,5000.0,3500.51,5000.0,5000.0,1688.58,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3812.64,5000.0,3919.91,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Paley13-k9.cnf,167b3df6cba69a33960148b80385e3a1,0.19097,0.145977,0.58591,3846.8,5000.0,0.18797,7.09092,2.58161,0.197969,9.31358,0.073988,0.372942,0.365943,0.418936,0.893863,0.163974,0.181971,0.068988,984.441,984.179,0.78488,33.2059,5000.0,0.240963,0.165974,0.203968,0.069989,0.373942,0.466928,0.97685,0.290955,0.429933,0.074988,0.063989,0.12598,0.108982,1162.29,1165.43,0.445931,1168.42
LABS_n091_goal008.cnf,3b4b288db7559762d31fa8ccc5b129fa,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2193.37,5000,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1430.37,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1019.86,398.382,3013.54,5000.0,5000.0,5000.0,4090.75,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
LABS_n082_goal007.cnf,cb97dd203491e920286856fec7485475,5000.0,5000.0,3358.37,5000.0,5000.0,3408.59,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4506.03,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1710.55,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ndist.b.21497.cnf,b03b23d80990609ceac33ac791d505e0,22.2176,160.808,5000.0,409.136,57.8022,22.2136,340.964,5000.0,2.51262,131.834,2.72258,842.507,542.663,15.8016,691.069,5000.0,5000.0,2.45363,433.585,398.944,3443.81,801.444,31.8262,35.7036,7.44487,5000.0,2.5936,10.9053,10.7884,8.5347,22.8635,443.049,2.41663,2.67159,2.54261,2.34364,473.488,449.613,393.644,431.927
ndist.b.29481.cnf,680b59976106379b2485fdc3079d082d,38.5581,310.273,5000.0,799.173,145.07,39.167,707.992,5000.0,3.50447,131.402,3.9574,1558.18,729.501,23.9804,711.166,5000.0,5000.0,3.49447,827.332,852.579,5000.0,803.342,59.7519,67.6727,11.1573,5000.0,3.85741,13.9899,15.9886,10.8184,8.65168,925.597,3.49747,3.77543,3.56946,3.41048,927.498,831.358,769.545,861.273
ndist.b.20000.cnf,6a622aa7279bf0649afc4951004dbcb9,36.6964,139.132,5000.0,335.149,52.2741,36.5744,287.114,5000.0,2.38164,141.654,3.19351,537.177,358.154,24.3823,715.814,5000.0,5000.0,3.11952,366.556,374.308,2594.15,777.734,27.6148,31.7232,6.45602,5000.0,3.05753,9.92549,10.9033,7.94279,7.38388,404.529,2.35564,3.07253,3.09753,2.28765,350.471,398.776,358.562,355.484
ndist.b.28483.cnf,12a46a8beb7d5f0b622c093623ed91b0,34.5307,286.062,5000.0,748.569,129.74,35.0577,643.604,5000.0,3.35949,147.232,3.57046,1671.91,804.194,29.1486,689.672,5000.0,5000.0,3.38648,783.603,773.741,4852.67,802.993,56.0725,68.9025,10.4474,5000.0,3.66244,15.2107,14.8117,10.1555,8.70268,782.556,3.2505,3.47347,3.44348,3.18351,865.301,822.177,809.429,872.63
ndist.b.23493.cnf,55a7b09e64372da5bc76604569935957,48.1097,192.29,5000.0,490.082,83.6983,47.4598,415.274,5000.0,2.73558,138.239,2.89756,835.366,522.531,23.9874,686.375,5000.0,5000.0,2.6486,541.07,492.957,2498.22,801.547,38.4981,42.9755,8.5727,5000.0,2.94555,10.8633,12.2251,9.00663,13.437,578.711,2.6226,2.73958,2.70659,2.70859,531.27,545.951,508.576,532.48
ndist.b.23992.cnf,b40b93ed87197f66de199610711d7d97,32.4711,202.711,5000.0,492.099,84.1882,32.1391,442.785,5000.0,2.86656,316.49,2.98754,736.742,403.436,25.8061,731.573,5000.0,5000.0,2.84357,545.294,501.114,3553.96,801.76,39.76,45.3171,9.51955,5000.0,3.2525,12.873,12.7551,9.63953,8.05477,546.961,2.78357,2.92155,2.83957,2.69259,585.484,543.165,559.954,490.466
ndist.b.25988.cnf,a4e6e231401388dac0630045643120b7,49.0145,238.89,5000.0,598.782,106.357,50.3543,530.193,5000.0,3.12752,131.906,3.66144,871.032,587.012,28.8346,723.564,5000.0,5000.0,3.31949,634.23,646.656,4493.23,802.626,46.4789,52.494,9.64653,5000.0,3.70544,14.1418,14.0809,9.8555,8.64568,605.686,2.93055,3.51846,3.51647,3.01654,590.215,657.528,601.01,612.451
ndist.b.28982.cnf,1d6d4423a585ccaeafd66025140462f5,43.4664,297.231,5000.0,735.345,146.624,44.2183,738.803,5000.0,3.60845,147.79,3.66744,1333.76,1086.5,43.3584,715.059,5000.0,5000.0,3.74943,799.809,742.516,4785.06,802.872,57.8302,65.0691,10.5224,5000.0,3.9594,16.0726,16.1675,10.9693,11.3523,774.963,3.34149,3.57746,3.76443,3.2625,804.397,742.762,758.851,806.355
ndist.b.29980.cnf,7bba25ea7c3772a5a872f39d0174f320,33.7709,318.113,5000.0,813.422,156.294,33.7919,747.17,5000.0,3.55846,131.828,3.9564,1641.44,966.324,23.8774,812.742,5000.0,5000.0,3.60845,932.553,822.297,4941.39,803.458,61.6446,69.9044,11.2983,5000.0,4.09038,14.1049,15.8246,11.0313,8.77766,899.707,3.48747,3.82942,3.72843,3.49847,808.351,813.464,838.366,824.112
ndist.b.22495.cnf,2ff16e7b3499da712b0e64ad62425f9a,43.1224,179.193,5000.0,453.158,71.5671,42.4775,375.248,5000.0,2.6136,136.273,2.83557,587.779,406.813,21.7867,692.475,5000.0,5000.0,2.57361,488.467,500.312,4069.11,799.822,34.7877,38.9221,9.28259,5000.0,2.82057,12.0482,11.9742,8.93164,16.7834,449.812,2.47962,2.6506,2.6296,2.57661,501.224,483.705,467.282,487.635
em_7_4_9_all.cnf,d78c1359306a87fe47f1b830ca255359,1029.97,378.243,1.41178,201.066,610.37,661.8,5000.0,5000.0,0.143978,19.85,2.11968,3.60345,3.59945,2.24166,0.260959,3.16252,1.80372,10.3854,57.3123,56.2584,4.68129,308.885,1066.03,1353.4,0.286955,4.29935,2.96955,2.30365,8.30674,23.8604,32.0851,265.988,4.31634,1.3338,1.02484,3.48047,135.093,135.87,3.17252,135.476
ndist.b.20499.cnf,b426dbcd15d5eb416018980ff29563dc,36.6844,147.338,5000.0,382.302,51.0092,35.4726,324.571,5000.0,2.39764,153.222,2.53761,444.664,309.178,15.5886,714.91,5000.0,5000.0,2.37664,392.496,366.754,2677.82,801.006,28.8426,31.6752,7.2319,5000.0,2.6396,11.4123,11.0803,8.05277,19.1511,371.766,2.23666,2.56461,2.43063,2.27265,390.917,369.255,387.52,390.579
em_7_4_8_all.cnf,49323100760aa1d9fcd1b2d7081994d1,766.988,1277.3,61.6346,1876.47,5000.0,677.189,5000.0,5000.0,90.4283,69.0205,58.8521,18.4612,18.5222,35.1407,81.0197,47.7497,66.3189,18.2302,379.646,374.007,515.093,253.196,5000.0,5000.0,40.6748,109.413,66.3749,168.088,1.11283,711.357,438.875,1339.71,125.144,7.38888,131.487,30.8623,828.425,828.775,109.068,831.968
ndist.b.25489.cnf,0746e63cbf074dfde08ea21ea0381e2b,60.8877,228.087,5000.0,585.5,99.3069,61.4367,563.068,5000.0,3.04654,151.984,3.17552,925.987,642.466,29.2995,706.294,5000.0,5000.0,2.98255,623.404,602.908,3932.93,802.469,44.4142,49.8214,9.40957,5000.0,3.45647,13.9889,13.5999,10.1365,17.4124,624.377,2.86356,3.11153,3.2555,2.80657,625.257,615.173,679.302,645.657
ndist.b.26487.cnf,d68d76c29ed26a6f0d110635a1ba7816,35.8805,246.549,5000.0,637.793,107.935,36.0555,599.161,5000.0,3.11153,140.329,3.2685,899.106,741.047,24.6653,699.161,5000.0,5000.0,3.09853,711.713,646.678,4262.58,802.324,48.3876,54.8327,10.6054,5000.0,3.46447,14.5838,14.2298,9.76351,8.06977,732.358,3.21951,3.2855,3.2575,3.20351,671.667,680.421,621.933,705.713
em_7_4_9_cmp.cnf,cc3488b2f0eb99d818c5779787a8ab84,5000.0,2834.93,12.1841,632.374,5000.0,613.376,5000.0,5000.0,41.0318,31.6042,228.426,7.72782,47.2888,12.2571,4.27535,2.79857,22.7245,5.66714,248.446,245.906,48.8436,143.878,5000.0,5000.0,14.5128,60.5588,10.9313,23.7614,8.5687,62.7455,8.65668,1005.39,5.2832,14.1568,2.43763,17.7843,1177.05,1173.28,30.0974,1175.78
ndist.b.27485.cnf,8af2129085e88aee9f139538288c6e11,47.6058,266.346,5000.0,684.313,132.907,47.4218,605.886,5000.0,3.2635,141.812,3.21851,1354.92,1007.71,26.325,700.347,5000.0,5000.0,3.01454,710.908,663.208,5000.0,802.643,53.0399,58.927,10.2684,5000.0,3.71644,14.9527,14.6298,10.0025,14.3268,746.442,3.11552,3.11952,3.07653,3.19751,792.263,725.503,667.071,734.206
ndist.b.20998.cnf,1b3377a216e05ebf998bb2ce52b0e5d7,25.5801,153.475,5000.0,363.566,53.3789,26.211,342.186,5000.0,2.42563,203.588,2.6226,463.484,572.284,21.6327,725.796,5000.0,5000.0,2.46662,397.344,369.815,3121.56,801.213,30.1814,32.984,7.27289,5000.0,3.2865,10.4464,11.4263,8.19575,15.7336,380.328,2.38164,2.6036,2.6416,2.38264,426.917,372.386,385.135,403.01
ndist.b.26986.cnf,34d9e9ddfce847b03b06a5b20708f41b,42.8305,256.476,5000.0,631.09,115.585,43.2234,611.35,5000.0,3.14852,147.912,3.49447,822.849,635.644,19.0631,711.691,5000.0,5000.0,3.20451,713.595,629.888,5000.0,802.177,49.6764,56.3624,9.74452,5000.0,3.72643,14.6168,14.5568,10.0295,19.1441,651.146,3.08153,3.3105,3.2895,3.04554,642.819,636.578,708.125,637.038
em_12_2_4_exp.cnf,e72d819fa5b57b6476ac56a442ceab9b,9.98948,13.9649,107.051,26.218,5000.0,25.4091,5000.0,5000.0,31.0063,5000.0,96.0184,293.599,242.07,927.725,235.647,277.455,156.859,165.285,6.593,6.36703,577.267,461.651,3666.16,1.84172,50.7173,21.7667,151.736,55.9315,196.898,211.833,42.8005,6.24605,4859.64,119.391,114.762,102.252,5.68713,5.69513,28.0487,5.69413
ndist.b.24491.cnf,34b5298cd050a62c3353028a5df5ab4b,38.0082,210.872,5000.0,538.598,86.6978,37.8342,494.124,5000.0,2.94455,131.629,3.18451,1198.9,609.837,26.7379,678.396,5000.0,5000.0,2.98055,617.652,539.269,3876.62,801.118,41.1607,45.775,8.5677,5000.0,3.09953,11.2973,12.4291,9.56654,8.21675,572.632,2.86456,2.96555,2.91955,2.81757,657.537,573.07,570.748,578.632
em_7_4_9_exp.cnf,4b407f7d85e83c60fceae64b7f0e6e1f,3408.82,5000.0,2.75358,348.397,5000.0,605.109,5000.0,5000.0,9.54355,21.7967,1.72474,12.2171,12.1761,7.8768,0.297954,1.17482,3.45047,2.18367,987.218,982.778,8.31474,429.074,5000.0,5000.0,2.15567,16.0886,0.664898,14.8327,4.80627,14.6408,11.9202,165.732,37.9452,3.9674,4.26535,2.25766,290.893,290.595,35.1896,290.901
em_11_3_4_exp.cnf,b7e51ccd3f2fabc77c07fa1f8f28f931,1.9617,47.1418,15.8246,2.52262,5000.0,16.1815,5000.0,5000.0,8.32073,983.151,3.56346,53.6328,52.421,207.806,85.658,14.3578,36.7914,22.5076,3.15652,3.01354,235.824,463.716,5000.0,121.085,33.2819,41.9086,31.0873,35.1487,14.6068,18.6372,93.0299,8.09777,38.1752,48.6656,30.2094,19.483,2.26665,2.32865,47.5698,2.27465
em_7_4_9_fbc.cnf,4259362ee72589b1a94d1f5c9f846a0b,719.354,794.091,68.8435,723.119,5000.0,665.827,5000.0,5000.0,12.4171,13.9139,49.2835,0.84887,0.852869,7.36588,0.745886,5.38818,1.9937,5.08023,1.70074,1.67274,38.3822,430.873,320.457,8.67468,19.941,10.5334,14.0579,3.48847,2.74358,30.5324,8.93264,387.953,25.7991,17.7873,17.0744,3.13752,1418.43,1416.2,17.4773,1414.79
sgen1-sat-230-100.cnf,d3398dd8500ebb8513f455e4ea96b7e5,38.2212,1.80072,5000.0,109.995,4855.97,129.587,4079.19,5000.0,5000.0,378.649,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,12.0362,11.6532,5000.0,429.551,3502.93,974.512,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.02684,4515.76,5000.0,5000.0,5000.0,14.2298,14.2478,43.9953,14.2128
rbsat-v1150c84314gyes4.cnf,52baff3dd482e0c114f02929f65abe35,12.4291,222.67,5000.0,15.0327,15.6186,1.9387,3724.9,4019.54,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,24.3413,24.1323,5000.0,444.784,693.814,204.209,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.25466,5000.0,5000.0,5000.0,5000.0,4.74528,4.75028,7.40887,4.70828
rnd-v25-e13-k3.cnf,0b9479241cca81bdd601704e422cac98,277.857,2.40063,6.31104,3882.18,5000.0,721.255,7.45387,5000.0,1.3228,12.0342,0.745885,3.9664,4.00939,5.06023,3.9694,1.21581,1.26681,0.71489,985.59,985.479,2.52561,449.084,335.717,21.9877,1.45678,1.47478,0.733887,2.75458,3.64445,7.19191,1.49077,5000.0,0.923858,0.78288,1.53877,1.36279,2501.21,2500.92,3.82542,2499.79
rbsat-v1375c111739gyes5.cnf,5cc64fc395ac9b6d6a5d3b88927f3e73,265.166,250.394,5000.0,306.754,167.616,20.4269,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,968.256,5000.0,5000.0,163.319,166.031,5000.0,464.246,336.829,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,26.159,5000.0,4304.5,5000.0,5000.0,0.940856,0.941856,41.9446,0.936857
sgen1-sat-140-100.cnf,07b17839a612470dd109e37b3b09aec5,0.186971,0.009997,18.3862,0.378941,0.799877,0.479926,4.28635,9.51755,108.394,2.40463,459.632,29.9264,544.487,522.104,467.917,1146.98,173.285,1275.4,0.093984,0.091985,19.1651,31.6352,0.898863,0.474927,36.4395,53.7028,398.031,349.114,349.429,640.668,228.19,0.110982,31.7692,1013.73,276.868,103.188,0.32295,0.32095,0.06199,0.318951
