Instance,MD5,Sparrow+CP3,CCAnr,Doug Hains,MIPSat,BalancedZ,SparrowToRiss (not competing),dk-SAT11,march_br,gluebit_clasp,clasp_vflip,GlucoRed,Solver43a,Solver43b,forl,strangenight,relback (not competing),gluH,ZENN,MIPSat (not competing),MIPSat (not competing),SAT4J,CSHCcombCS,gNovelty+GCa,gNovelty+GCwa,Riss3g (not competing),satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,sattime2013,minipure,glucose,glueminisat,Riss3g (not competing),sattimeRelbackSeq (not competing),sattimeClasp,sattimeRelbackShr (not competing),RSeq (not competing)
LABS_n070_goal006.cnf,410814f447128b64e2d8d70e493e2a78,5000.0,5000.0,2108.72,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,173.74,1223.55,5000.0,5000.0,767.222,2566.95,2966.66,57.4483,1857.44,4286.49,5000.0,5000.0,1105.8,5000.0,5000.0,5000.0,625.617,5000.0,3632.73,274.472,5000.0,2256.84,5000.0,5000.0,2259.62,4293.94,1633.29,5000.0,5000.0,5000.0,3460.59
sgen1-sat-270-100.cnf,faab5c0aeb1a425be987801e96de7280,208.621,289.021,5000.0,31.5572,5000.0,90.4992,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,62.2755,59.039,5000.0,523.851,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,484.934,5000.0,5000.0,5000.0,5000.0,18.2612,18.2582,192.75,18.2232
ndist.b.22994.cnf,efef230340ae43e5955869e89d2b0412,23.0195,184.357,5000.0,449.31,77.3432,22.9245,399.813,5000.0,2.77958,254.637,2.97555,526.382,569.083,24.1963,671.096,5000.0,5000.0,2.6336,519.843,442.77,4754.84,801.537,36.2225,39.584,8.01978,5000.0,3.01154,11.9082,11.6882,8.89165,10.7904,512.721,2.56561,2.84557,2.87056,2.54161,469.422,496.104,464.786,487.258
sgen4-sat-220-8.cnf,ed12f7c7cea55fa7d3dae503855f6902,8.90065,48.3027,5000.0,3.07853,2372.29,37.1414,1575.95,5000.0,5000.0,11.5782,5000.0,5000.0,5000.0,5000.0,5000.0,2844.32,5000.0,5000.0,9.03962,8.5747,5000.0,422.193,5000.0,577.879,5000.0,4552.06,5000.0,5000.0,5000.0,5000.0,5000.0,10.5914,5000.0,5000.0,5000.0,5000.0,27.4208,27.3768,62.4385,27.0069
mrpp_4x4#10_20.cnf,c5e078dcd85c6d5e02773a8a307d01d7,5000.0,5000.0,59.071,3859.93,5000.0,387.612,5000.0,5000.0,0.945855,5000.0,6.81796,4.70328,3.48147,0.936857,9.05362,3.34749,2.72358,2.67459,3436.7,1031.26,4.48632,5000.0,5000.0,5000.0,1.58076,13.369,1.82272,2.22466,2.84057,16.2185,5.08923,5000.0,154.979,1.39779,3.39648,5.51116,2502.96,5000.0,6.30004,2502.63
sgen4-sat-200-8.cnf,7ffeee7c969b39d93464016f7c7cc7f0,4.46232,1.72474,2193.26,12.6191,129.342,11.6732,781.354,3724.26,5000.0,7.2069,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.56676,1.50377,5000.0,436.693,782.572,303.154,5000.0,970.592,5000.0,5000.0,5000.0,5000.0,833.027,4.71528,3099.82,5000.0,5000.0,5000.0,2.79257,2.80857,22.9195,2.80757
Hidoku_enu_6.cnf,33a59c8f923de94121bb33286fd37847,25.0822,1.81272,2.93955,1.41878,5000.0,36.5214,5000.0,5000.0,501.479,7.11292,213.79,23.8144,3.98439,10.1855,5000.0,2.32865,8.39672,16.6305,0.691894,0.662898,16.6665,21.3787,5000.0,2267.12,16.8164,11.3363,3.52446,25.7241,16.0786,50.5413,9.76051,0.644901,24.6523,21.6557,4.72228,26.396,3.61045,3.61845,5.30819,3.61445
ndist.b.24990.cnf,be0f5f33aec40b13808877361d9f8c1c,35.2936,217.52,5000.0,531.731,99.1739,34.7647,522.971,5000.0,3.05853,147.734,3.17452,1250.12,534.705,32.0521,735.653,5000.0,5000.0,3.11952,627.074,531.315,3895.28,801.486,43.1244,47.4838,9.07862,5000.0,3.37749,13.287,12.905,10.0255,8.39872,594.177,2.83557,3.12152,3.08653,2.83157,597.89,556.483,592.765,576.207
mrpp_4x4#6_24.cnf,b293be1a757bc424b8424aa6a434d0c6,516.367,6.80496,0.894862,3845.42,5000.0,220.77,5000.0,5000.0,0.794879,5000.0,0.486925,0.467928,0.986849,0.789879,0.967852,0.693893,0.342947,0.31795,1366.54,999.1,3.37649,5000.0,5000.0,5000.0,0.349946,0.637902,0.383941,0.677896,0.503923,1.73374,1.65875,5000.0,0.374942,0.299953,0.567913,0.555914,2500.32,5000.0,1.49477,2500.21
fsf-300-354-2-2-3-2.94.opt.cnf,fee2b800d9f30cdf4b1b0463973ccccb,2.14267,115.641,5000.0,964.192,0.253961,2.49962,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,147.479,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,860.857,5000.0
mrpp_4x4#8_10.cnf,0346ced6a4e5704bbb7d2c936bf3263e,119.232,2963.59,6.98194,3840.71,5000.0,355.353,5000.0,5000.0,0.165974,6.53201,0.154976,0.207967,0.166974,0.154976,0.155976,0.099984,0.163975,0.177972,985.435,985.124,0.976851,414.502,5000.0,5000.0,0.173972,0.195969,0.100984,257.152,0.302952,0.38294,0.460929,5000.0,0.277957,0.054991,0.157975,0.156976,2499.73,2500.41,0.312952,2499.73
fsf-300-354-2-2-3-2.46.opt.cnf,ac53ad35d7ac8736208aa4236358b1cd,0.310951,30.5993,5000.0,2343.2,5000.0,1.52677,5000.0,5000.0,5000.0,603.183,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,7.40987,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,853.822,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mrpp_4x4#8_8.cnf,a0cf0a95ac9d978fb76529ab04256a86,5000.0,2548.47,0.364943,3840.5,5000.0,354.44,5000.0,5000.0,0.110983,5.86211,0.094984,0.080986,0.184971,0.135979,0.219966,0.314951,0.149976,0.052991,984.739,984.117,1.41478,411.558,5000.0,5000.0,0.069989,0.12598,0.155975,0.165973,0.147977,0.376941,0.098984,5000.0,0.176972,0.090985,0.085986,0.097984,2500.31,2499.9,0.32395,2499.8
mrpp_4x4#4_16.cnf,243bd9c6619cfbf2ec379e06ae705f76,0.142977,0.100984,0.514921,3841.79,5000.0,0.136979,5000.0,5000.0,0.075987,0.079987,0.075987,0.26296,0.161974,0.19097,0.257959,0.12598,0.12098,0.048992,137.376,135.469,0.921859,419.246,5000.0,546.159,0.101984,0.243962,0.055991,0.245962,0.244962,0.544916,0.586909,5000.0,0.076987,0.114981,0.097984,0.135979,2500.14,2534.56,0.854869,2499.76
rbsat-v1150c84314gyes7.cnf,67fc0f99812bd82d7679f85de53d33a0,56.5784,604.92,5000.0,177.278,330.719,300.61,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,507.45,501.292,5000.0,548.066,3186.46,434.263,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,16.0956,5000.0,5000.0,5000.0,5000.0,161.948,162.981,44.2063,164.342
ndist.b.21996.cnf,2ec665cef804b197b0137e8268cad36b,38.1452,168.68,5000.0,401.964,66.6049,37.6463,383.774,5000.0,2.57261,156.594,3.41948,759.361,319.067,18.9871,673.707,5000.0,5000.0,3.19051,453.348,411.855,3459.38,801.423,33.2579,36.3005,7.66983,5000.0,2.88656,11.1163,11.1773,8.80066,22.3596,457.32,2.46362,3.3135,3.36249,2.42863,449.213,438.643,422.538,429.684
mrpp_4x4#6_16.cnf,a04cb8c07407b4c2dc4216d0b4b7a5e7,5.9111,6.08607,0.733888,3843.64,5000.0,0.820874,5000.0,5000.0,0.206968,12.6951,0.172973,0.162974,0.408937,0.243961,0.32395,0.180972,0.273958,0.072988,1003.56,989.176,3.55446,421.198,5000.0,5000.0,0.226965,0.311951,0.129979,0.356945,0.31595,0.631903,1.08283,5000.0,0.149976,0.169973,0.25296,0.280956,2499.8,2506.25,0.937856,2499.8
fsf-300-354-2-2-3-2.89.opt.cnf,eb8d0a6659cb3b3fba37e21977bad980,78.4391,158.86,5000.0,801.334,108.032,9.37257,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4258.79,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
abb313GPIA-9-tr.used-as.sat04-321.cnf,6c3ea795f258ba82c81e44969c0c5fb4,14.8667,1.35879,5.68413,6.81796,5000.0,130.168,5000.0,5000.0,1.9627,31.9691,2.77758,3.42148,2.82857,2.92455,5000.0,1.51677,131.536,2.95355,6.32904,6.24605,4.53431,65.3451,1626.39,10.0565,1.24781,2.73558,1.68974,100.033,11.1193,4.64729,2.68559,8.34573,7.65184,1.41178,1.78973,3.76843,7.92179,7.9008,1.37479,7.84481
mrpp_4x4#6_7.cnf,1a849e45cc77b24a3ca1cb76b68e4ea2,3.47547,2.93955,0.19497,3840.37,5000.0,44.2973,5000.0,5000.0,0.05599,5.57415,0.021995,0.080987,0.077987,0.063989,0.064989,0.041992,0.063989,0.022995,983.977,984.005,1.27381,408.487,5000.0,5000.0,0.057991,0.05899,0.025995,0.095985,0.094985,0.172973,0.066989,5000.0,0.05899,0.022995,0.027995,0.031994,2499.66,2499.82,0.19097,2499.65
mrpp_4x4#10_9.cnf,f6ce0ad15fdc473efb8fc7fa26999011,5000.0,5000.0,0.483925,3844.66,5000.0,358.835,5000.0,5000.0,4.47232,14.4358,0.285956,3.3115,3.00754,0.503922,0.589909,0.995848,0.510922,1.06384,990.227,988.11,4.41233,419.387,5000.0,5000.0,0.409937,0.902862,1.46878,0.667897,0.560914,1.08583,1.13983,5000.0,2.5996,0.687895,0.737887,1.73873,2500.63,2507.77,2.25066,2506.59
f600.shuffled.cnf,d42133fd7674f41611be43d1b8ca7db6,0.165974,0.167973,5000.0,0.154976,0.108982,0.05899,415.157,2.40263,5000.0,0.062989,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.125979,0.12498,5000.0,14.5528,0.06199,0.165973,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.013997,5000.0,5000.0,5000.0,5000.0,0.016996,0.020996,0.029995,0.017997
em_8_4_5_cmp.cnf,0b9eae71c375cb5515f5dd7953424584,1452.06,181.756,5000.0,5000.0,5000.0,441.949,5000.0,5000.0,16.5015,10.7134,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,499.508,493.432,5000.0,1437.36,5000.0,5000.0,5000.0,1006.3,5000.0,5000.0,5000.0,5000.0,5000.0,102.629,243.616,5000.0,5000.0,5000.0,5000.0,3713.51,1091.16,5000.0
mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,b6a88c8ae73b20cfc873207d1a0caa09,5000.0,5000.0,1522.07,5000.0,5000.0,5000.0,5000.0,5000.0,2456.16,2763.86,5000.0,3482.54,5000.0,5000.0,5000.0,5000.0,2305.51,3110.88,2924.48,5000.0,5000.0,1786.99,5000.0,5000.0,3162.53,2014.79,5000.0,282.675,2682.07,1682.63,645.218,5000.0,1436.37,349.153,5000.0,4698.46,5000.0,4829.55,5000.0,5000.0
rbsat-v1150c84314gyes7.cnf,81fa455cf06232838fbe7ada80e43735,60.1549,195.292,5000.0,12.89,308.804,6.86196,5000.0,5000.0,5000.0,3.98239,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,115.802,116.036,5000.0,490.943,254.987,3202.62,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,12.7231,5000.0,5000.0,5000.0,5000.0,2.95955,2.97355,81.0247,2.99954
mrpp_8x8#20_16.cnf,d63ee500774b4b5fef93a96ae97c4f03,5000.0,5000.0,1405.0,5000.0,5000.0,619.17,5000.0,5000.0,278.484,5000.0,443.369,56.0025,116.429,148.128,461.23,277.905,302.821,284.184,5000.0,5000.0,342.765,5000.0,5000.0,5000.0,109.124,403.544,445.256,210.79,179.706,465.795,129.773,5000.0,5000.0,262.629,988.128,266.351,2783.45,5000.0,836.479,2709.72
mrpp_8x8#22_16.cnf,be5c4f18d2a81b2edabdc9e7d709f51f,5000.0,5000.0,1171.25,5000.0,5000.0,597.007,5000.0,5000.0,110.925,5000.0,209.861,223.016,61.9136,136.043,853.829,160.445,193.511,136.253,5000.0,5000.0,295.578,5000.0,5000.0,5000.0,37.2243,1588.01,315.687,115.788,153.147,1000.75,224.276,5000.0,5000.0,341.394,769.924,878.636,2659.62,5000.0,81.2626,2981.43
mrpp_8x8#16_20.cnf,ce7fedb6ff31aedfd88502743dd82bfc,5000.0,5000.0,5000.0,5000.0,5000.0,568.32,5000.0,5000.0,140.699,5000.0,266.595,88.3966,105.457,292.603,855.118,182.252,320.425,313.622,5000.0,5000.0,607.03,5000.0,5000.0,5000.0,75.5565,804.582,203.172,501.382,263.369,848.551,579.872,5000.0,5000.0,521.826,1433.64,275.411,2680.69,5000.0,219.248,2541.62
mrpp_8x8#18_20.cnf,b2b7511cc8963090dff6ca6fa0947603,5000.0,5000.0,5000.0,5000.0,5000.0,715.75,5000.0,5000.0,334.64,5000.0,1010.04,256.461,254.414,248.461,2465.76,513.968,1020.32,1011.11,5000.0,5000.0,821.031,5000.0,5000.0,5000.0,236.702,1209.72,945.258,1121.69,1076.79,2215.75,1119.27,5000.0,5000.0,1039.09,1977.88,767.615,3017.88,5000.0,325.331,2711.25
mrpp_8x8#12_10.cnf,20dff3bfd992e7bd560e44063eff9732,5000.0,5000.0,1.52577,3845.16,5000.0,451.247,5000.0,5000.0,1.13583,20.3319,0.927858,1.17782,1.59776,1.17882,2.5946,0.750885,0.624904,0.593908,997.878,989.19,5.50416,436.641,5000.0,5000.0,0.52292,1.02784,0.697893,1.03084,0.944855,2.05569,4.05938,5000.0,0.420935,0.604907,0.753884,0.963852,2500.73,2512.07,2.15867,2500.54
mrpp_8x8#20_20.cnf,09d2bbc8d08f3fefa9800688c28b91ce,5000.0,5000.0,5000.0,5000.0,5000.0,912.404,5000.0,5000.0,524.48,5000.0,1588.57,313.492,471.49,638.314,5000.0,576.479,951.606,1536.54,5000.0,5000.0,947.821,5000.0,5000.0,5000.0,536.395,3150.09,1177.98,714.287,900.09,3359.38,744.338,5000.0,5000.0,1858.29,5000.0,639.043,3079.62,5000.0,910.301,2871.26
frb80-14-2.used-as.sat04-880.cnf,1242f0037df1c3d888415aeb418b77ed,1.10183,4.21736,5000.0,5.35519,0.736887,5.9071,5000.0,5000.0,5000.0,2.89556,5000.0,5000.0,5000.0,5000.0,867.592,5000.0,5000.0,5000.0,149.251,149.173,5000.0,436.971,45.0402,698.147,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2.24566,5000.0,5000.0,5000.0,5000.0,0.676896,0.677896,2.22566,0.676896
mrpp_8x8#20_14.cnf,b0fa2ad374fa2e52420b68792d5f7d4e,5000.0,5000.0,989.145,5000.0,5000.0,561.556,5000.0,5000.0,156.876,5000.0,97.7031,64.4252,87.0178,43.7224,177.473,127.029,156.712,185.22,5000.0,3369.79,308.105,5000.0,5000.0,5000.0,62.9604,202.445,128.523,137.849,105.835,491.242,93.1188,5000.0,5000.0,290.335,142.753,156.794,2627.18,5000.0,791.655,2632.76
mrpp_8x8#24_16.cnf,3d3109dd48ae7373d293f6d4f8a707b3,5000.0,5000.0,2902.73,5000.0,5000.0,641.057,5000.0,5000.0,369.975,5000.0,437.893,201.436,184.618,146.85,1137.55,279.879,516.449,471.872,5000.0,5000.0,788.98,5000.0,5000.0,5000.0,300.792,500.008,404.519,593.986,1297.42,1604.99,495.273,5000.0,5000.0,345.459,1732.23,362.135,2775.25,5000.0,576.466,2653.89
289-unsat-6x30.cnf,b4a3233c98b6a02fd9143f926d90025d,0.212966,0.025995,26.9899,0.367943,0.029994,0.208967,289.79,1.53277,5000.0,0.078987,0.280956,0.148976,0.147977,0.944856,27.3428,0.739887,0.459929,0.883865,0.367943,0.364943,1.3368,433.55,0.027995,0.027995,0.997848,92.9439,0.835872,207.202,1.24181,3.44748,0.152976,0.294954,5000.0,0.209967,0.6479,1.21281,0.300953,0.301953,0.289955,0.302953
mrpp_8x8#18_16.cnf,d3bd21ecc4139fcbf976e5ae47d82334,5000.0,5000.0,1968.31,5000.0,5000.0,597.481,5000.0,5000.0,99.9728,5000.0,300.458,111.968,105.628,46.7109,190.459,129.255,152.377,87.6747,5000.0,5000.0,360.317,5000.0,5000.0,5000.0,67.3368,161.654,210.427,235.859,182.685,528.419,238.581,5000.0,5000.0,184.147,243.221,166.613,2629.11,5000.0,281.925,2631.89
Chvatal-k5.cnf,e246e9865fd40c1e2d0a4603bb626745,0.117981,0.12598,0.38594,3841.49,5000.0,0.114982,2305.8,6.64699,0.921859,6.31604,0.138978,0.202969,0.31795,0.476926,0.619905,0.275957,0.179972,0.364944,984.113,984.19,2.21666,428.002,5000.0,5000.0,0.197969,0.297953,0.159975,132.171,0.38294,0.807876,0.515921,939.84,0.142977,0.134978,0.12298,0.144977,4.66429,4.66029,0.804877,4.66829
mrpp_6x6#16_20.cnf,639d6203b8b5efd010b40f10750a13ef,5000.0,5000.0,1558.11,4019.7,5000.0,503.477,5000.0,5000.0,37.0044,5000.0,94.7796,65.915,57.0763,128.221,301.062,103.686,31.4652,109.021,5000.0,5000.0,362.513,5000.0,5000.0,5000.0,26.049,242.113,68.0097,88.3916,121.189,341.633,51.8651,5000.0,5000.0,195.055,135.047,67.0888,2604.14,5000.0,247.827,2540.21
mrpp_6x6#14_20.cnf,77e59a6a34676aba8992c0ae99e952eb,5000.0,5000.0,149.432,3932.77,5000.0,467.036,5000.0,5000.0,8.47471,5000.0,24.5523,16.9394,10.3934,81.3926,197.459,9.01963,21.6557,25.6861,5000.0,5000.0,37.9162,5000.0,5000.0,5000.0,12.7511,56.6384,29.9734,273.863,27.9987,108.529,31.7732,5000.0,3344.66,28.5967,48.6376,18.3332,2509.09,5000.0,15.2407,2542.5
mrpp_6x6#10_24.cnf,c4f06dd16e78b7f7f5ffaed129b0bcc5,5000.0,5000.0,159.195,3986.78,5000.0,466.159,5000.0,5000.0,10.4044,5000.0,24.8062,11.0993,3.99639,34.7207,120.162,13.259,22.1026,19.0771,5000.0,5000.0,73.5008,5000.0,5000.0,5000.0,12.2151,31.3332,21.2788,247.091,34.7487,164.364,28.8036,5000.0,108.109,14.9707,35.4676,12.1751,2512.8,5000.0,29.9684,2511.65
mrpp_6x6#14_10.cnf,54935073c15192c717011233995430fd,5000.0,5000.0,2.33264,3845.48,5000.0,409.035,5000.0,5000.0,1.89771,37.8412,0.864867,1.81772,2.08368,1.88871,3.64944,1.66875,0.873866,0.488924,1026.24,1019.49,5.05523,457.363,5000.0,5000.0,0.836872,1.83472,1.09483,227.581,1.09183,4.42033,2.5886,5000.0,5.05623,0.648901,2.86856,1.36679,2501.29,2529.16,2.24566,2500.53
mrpp_6x6#12_24.cnf,1a86e72f96560cef966e57d5992caea3,5000.0,5000.0,2220.31,3998.18,5000.0,475.346,5000.0,5000.0,26.7369,5000.0,69.5904,20.2399,21.7497,65.973,370.68,22.0586,28.2797,112.014,5000.0,5000.0,142.804,5000.0,5000.0,5000.0,18.1322,206.688,24.8642,282.373,43.0984,273.109,39.652,5000.0,2344.69,64.5582,55.3866,36.3615,2521.88,5000.0,66.1799,2514.29
mrpp_6x6#18_24.cnf,da9e803ba9aedf0cae7e48be143d1201,5000.0,5000.0,5000.0,5000.0,5000.0,686.1,5000.0,5000.0,225.8,5000.0,880.802,1865.05,298.858,260.371,3624.44,232.803,545.558,258.26,5000.0,5000.0,676.422,5000.0,5000.0,5000.0,174.453,3858.54,448.022,1213.96,501.858,1285.13,356.26,5000.0,5000.0,395.885,2648.97,447.198,2727.1,5000.0,279.189,2631.53
mrpp_6x6#18_10.cnf,6609c55f55f375d41524fcf5de8ebef2,5000.0,5000.0,13.8509,3881.05,5000.0,432.657,5000.0,5000.0,4.46832,113.875,11.9472,16.1765,10.2774,3.05253,4.41033,3.64345,4.83426,16.4715,1078.39,1085.7,26.0,547.043,5000.0,5000.0,2.65659,6.92095,9.29459,5.34319,4.31734,7.8988,10.5874,5000.0,108.142,4.6063,11.9062,8.37672,2503.27,2602.3,20.7538,2507.52
mrpp_6x6#16_24.cnf,53b8e26a66352dd8b6f33f01edcbbf31,5000.0,5000.0,5000.0,5000.0,5000.0,525.749,5000.0,5000.0,86.7408,5000.0,116.87,308.395,135.784,268.497,1762.35,165.507,137.223,218.406,5000.0,5000.0,394.433,5000.0,5000.0,5000.0,43.0105,502.998,102.586,298.415,124.987,1022.76,214.079,5000.0,5000.0,966.628,488.738,183.299,2665.05,5000.0,383.858,2546.77
mrpp_6x6#14_24.cnf,ca41fac9c596217bff82ea7485f1ef7f,5000.0,5000.0,5000.0,4021.46,5000.0,494.484,5000.0,5000.0,32.1731,5000.0,145.73,23.5554,47.3968,121.919,799.201,91.1031,76.9663,112.585,5000.0,5000.0,245.295,5000.0,5000.0,5000.0,47.7147,1034.66,84.1022,67.1728,54.8517,564.275,109.655,5000.0,5000.0,74.2597,178.651,80.2278,2591.31,5000.0,51.6701,2545.78
mrpp_6x6#12_16.cnf,4cadfdf792a061fe1df1191788042e4b,5000.0,5000.0,7.02693,3886.18,5000.0,440.548,5000.0,5000.0,4.53531,5000.0,7.15891,8.30774,3.9514,7.8768,27.2948,3.41248,6.47902,5.35019,5000.0,1618.63,18.1492,5000.0,5000.0,5000.0,2.6336,9.68553,6.16806,239.463,4.97324,20.9608,7.17391,5000.0,156.439,9.8315,4.45432,12.2111,2503.02,5000.0,6.543,2502.61
mrpp_6x6#18_20.cnf,b2a5cb80446b4d3e3086e96e16a401b0,5000.0,5000.0,5000.0,4344.65,5000.0,542.367,5000.0,5000.0,77.0663,5000.0,118.472,486.92,108.895,146.07,2055.39,277.871,88.7535,127.351,5000.0,5000.0,169.393,5000.0,5000.0,5000.0,21.3478,414.927,202.244,138.287,597.81,330.526,142.985,5000.0,3594.59,251.445,783.227,167.2,2767.92,5000.0,389.949,2530.4
VanDerWaerden_pd_2-3-24_567.cnf,cb7c9df8144e5ba66f8009983efe791f,12.5651,14.0269,5000.0,3046.0,37.8212,77.3222,5000.0,5000.0,4888.68,4813.51,5000.0,5000.0,5000.0,5000.0,5000.0,1429.35,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,45.898,20.6239,1407.96,5000.0,5000.0,3979.41,3974.83,5000.0,5000.0,178.208,2456.88,286.016,5000.0,5000.0,3953.11,5000.0,5000.0,3926.08
VanDerWaerden_pd_2-3-23_505.cnf,8e7b614904543aa28491ea45c761cbd5,145.21,20.8318,4553.51,5000.0,718.308,6.61599,1447.74,2641.77,1188.06,1.19682,2115.94,5000.0,5000.0,5000.0,5000.0,3526.24,5000.0,5000.0,2773.4,2804.33,5000.0,1138.66,44.0353,129.002,1118.86,2785.16,5000.0,835.1,841.442,5000.0,635.454,3847.01,1646.75,1426.57,5000.0,3403.07,2253.97,2235.07,2336.51,2252.97
GreenTao_2-4-4_511.cnf,766a362c83d920a8f8dd49df62ed42c9,0.268958,16.2575,5000.0,1.64675,15.7026,0.06399,915.01,5000.0,5000.0,19.698,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,26.379,26.515,5000.0,15.7126,2.00769,0.658899,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.192969,5000.0,5000.0,5000.0,5000.0,1.9297,1.92871,0.114981,1.9327
