Instance,MD5,glue_bit,gluebit_lgl,GlucoRed,Nigma,Nigma-NoPB,Solver43a,Solver43b,forl,strangenight,relback (not competing),gluH,ZENN,MIPSat,SAT4J,CSHCapplLG,CSHCapplLC,Riss3g,satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,minipure,glucose,glueminisat,Riss3g,sattimeRelbackShr,RSeq
6s20.cnf,689a7b68f4b625b382e197fd942984cf,1369.92,5000.0,1085.07,2929.01,3117.02,4729.85,4145.55,3156.42,5000.0,3379.58,2659.92,2297.07,2974.76,5000.0,3468.71,5000.0,2764.31,5000.0,2745.04,2536.2,2956.85,5000.0,5000.0,5000.0,2192.58,1497.65,4097.72,5000.0,5000.0
bob12m06.cnf,94225ea9deb2ccc903fa0924fb525604,2422.17,5000.0,3509.41,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3301.49,3004.02,2470.17,4730.33,5000.0,5000.0,5000.0,1581.14,5000.0,2343.53,2413.43,5000.0,5000.0,5000.0,5000.0,2642.01,2721.86,2876.7,5000.0,5000.0
pb_400_03_lb_05.cnf,4d83f156f9efd1888ab96bbdbd99064f,1208.65,718.844,116.357,175.577,129.449,128.461,105.597,190.492,261.008,273.62,175.21,90.3313,1319.85,5000.0,291.777,688.216,105.708,696.496,222.577,183.019,182.901,177.19,194.953,5000.0,72.019,434.897,160.128,750.802,836.325
pb_400_09_lb_05.cnf,4b770873df270f9d20490c58122226d0,67.4637,162.89,214.916,56.0035,44.8612,53.4999,56.7904,82.9424,141.24,83.2613,46.6779,60.1679,603.528,175.921,200.269,689.137,78.3151,35.6186,74.1887,72.63,74.0507,177.336,173.964,5000.0,31.0113,294.573,64.1063,442.123,691.749
velev-npe-1.0-9dlx-b71.cnf,75d91f0ba4398ccb5b452707c0e7fa27,30.3024,47.4588,1168.46,337.571,219.8,30.4024,29.3075,4300.31,5000.0,1001.24,188.378,246.975,1921.91,966.715,546.49,945.428,660.365,375.922,547.489,236.983,839.082,83.3043,489.503,85.727,96.3284,2706.07,243.011,974.793,990.832
hitag2-7-60-0-0xc048b9ebae66e9d-32-SAT.cnf,852818d5597dad56589a08f3a1608737,3752.38,4244.57,4294.96,5000.0,5000.0,5000.0,5000.0,5000.0,1284.9,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2365.84,581.807,5000.0,5000.0,5000.0,5000.0,2040.05,70.1203,917.291,5000.0,5000.0,5000.0,5000.0,5000.0
bob12s06.cnf,eef8c1a6df2eb38a7738ccc702be6bda,2601.68,5000.0,3043.44,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3637.49,2948.97,3124.25,3191.25,5000.0,4986.15,5000.0,5000.0,5000.0,4426.5,4041.47,3618.05,5000.0,5000.0,5000.0,2551.44,3377.92,4045.93,5000.0,5000.0
bob12s02.cnf,0fb2494b397296cc706e5b20d7a79122,449.884,424.356,1913.1,5000.0,5000.0,3973.43,1860.15,5000.0,5000.0,1040.69,958.214,1541.93,1210.26,5000.0,2137.51,5000.0,1697.85,5000.0,718.036,2386.65,1931.5,5000.0,5000.0,5000.0,1067.3,5000.0,897.707,3461.08,2214.16
post-cbmc-zfcp-2.8-u2.cnf,7b60c21f3860c80136e9dddf32e6bdab,35.0007,70.8152,82.3025,3265.65,263.48,36.7584,34.8917,221.256,507.411,46.5429,43.0105,75.7525,548.423,180.568,5000.0,5000.0,163.387,98.551,79.7669,528.137,5000.0,225.339,199.154,89.5184,51.5492,80.5428,93.8317,45.2451,45.96
bob12s06.cnf,952d1a9274fe8625dff0e5e6d80e4a0d,2329.04,5000.0,3499.35,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2819.89,2883.5,2374.08,3051.59,5000.0,5000.0,5000.0,5000.0,5000.0,3272.59,2771.12,5000.0,5000.0,5000.0,5000.0,2809.91,2584.57,2990.92,5000.0,5000.0
md5_47_3.cnf,3bb585fcdaeb772457dbcffd3371aab9,37.7763,353.732,1126.51,1678.39,407.384,951.1,671.325,127.68,298.038,2044.61,813.421,38.0222,128.431,953.844,179.347,77.2223,893.718,501.67,846.357,358.007,317.362,42.8375,191.179,567.134,168.577,39.8399,764.819,5000.0,5000.0
vmpc_36.renamed-as.sat05-1922.cnf,c9c90d9af49f4c08c7262ecb9a0b2a3d,121.757,3917.67,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
vmpc_35.renamed-as.sat05-1921.cnf,5fda0e0fb8a21967728dfe29bf2d4ea5,23.0495,5000.0,2817.45,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,660.544,5000.0,5000.0,5000.0,5000.0,5000.0,3490.07,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3841.72,5000.0,5000.0,5000.0
hitag2-7-60-0-0x39ff85d4ef127de-52.cnf,0d89eced4fcac720430d1f4de9fda14d,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3427.84,3431.19,5000.0,5000.0,5000.0,5000.0,5000.0,3172.95,2465.38,3453.15,5000.0,5000.0,5000.0,5000.0,5000.0
esawn_uw3.debugged.cnf,4e7daa3d49a343320151ab63a92adc02,252.08,311.946,5000.0,5000.0,5000.0,265.232,251.562,2992.01,5000.0,568.033,300.503,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,833.117,5000.0,5000.0,5000.0,329.139,199.098,5000.0,462.432,5000.0,5000.0,570.916,562.653
6s139.cnf,3af2030c8c40427bf22141a6cb78c2c5,3792.39,5000.0,5000.0,4535.9,5000.0,5000.0,5000.0,4522.04,5000.0,3296.86,2884.69,3367.33,4576.26,5000.0,5000.0,5000.0,3706.83,2811.35,4469.94,5000.0,5000.0,5000.0,4149.27,5000.0,5000.0,4480.53,5000.0,5000.0,5000.0
md5_48_4.cnf,d228b2e129f0cbe265f4cdbbbf6f09c8,227.358,5000.0,997.259,2128.72,5000.0,694.495,4939.07,159.754,95.9534,5000.0,344.053,63.1144,498.649,2624.46,618.836,188.684,1429.22,335.568,625.762,87.5757,1883.83,186.141,384.873,1067.36,542.916,55.5156,3895.34,5000.0,5000.0
UR-15-10p1.cnf,558e9ecf39a7773e94f4b47eef706f44,1055.47,1947.0,1564.62,2102.52,1718.93,2441.41,2716.18,638.838,740.667,2203.78,1418.06,1362.43,789.853,5000.0,866.265,862.612,1384.34,1327.3,1873.28,1511.72,1506.67,376.254,723.746,2665.36,1139.5,1421.96,2497.7,5000.0,3796.03
hitag2-7-60-0-0x5f8ec0ffa4b15c6-25.cnf,fd16fc7a1545cb4753ae020df57b6bd4,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3638.17,5000.0,5000.0,5000.0,5000.0,5000.0,3361.6,2498.59,3640.5,5000.0,5000.0,5000.0,5000.0,5000.0
E00X23.cnf,9cec6483d4ca03e8555377ba059b61ae,2770.57,2240.19,3414.69,5000.0,5000.0,3117.0,2770.53,5000.0,5000.0,4244.53,3178.38,5000.0,5000.0,5000.0,3695.03,5000.0,2924.09,5000.0,3250.86,3405.45,3375.28,5000.0,5000.0,5000.0,3233.73,3813.44,4663.91,5000.0,5000.0
hitag2-7-60-0-0xe97b5f1bee04d70-47.cnf,68726b5faa7075d7d888a3066ef06fd8,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3200.72,5000.0,5000.0,5000.0,5000.0,5000.0,2939.41,2659.08,3040.19,5000.0,5000.0,5000.0,5000.0,5000.0
vmpc_32.renamed-as.sat05-1919.cnf,833432e05c2a1599e13dca28680b5df9,604.995,228.837,5000.0,5000.0,5000.0,81.8935,2568.85,4147.6,612.777,39.264,777.285,1012.68,402.462,913.234,1141.67,907.053,3782.4,5000.0,2038.77,435.228,437.481,5000.0,4011.56,5000.0,3482.11,467.081,5000.0,2931.54,639.312
11pipe_11_ooo.cnf,f603f11fbfe855df381282b7bce010ea,5000.0,2832.27,2116.01,5000.0,5000.0,5000.0,5000.0,2936.89,4737.96,5000.0,5000.0,5000.0,5000.0,5000.0,3262.98,3279.83,5000.0,5000.0,5000.0,5000.0,5000.0,2798.81,5000.0,5000.0,5000.0,3956.14,5000.0,5000.0,5000.0
hitag2-10-60-0-0xfee9637399d85a2-78.cnf,b54a49d3d999a4594e18c345e70b4361,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3101.71,5000.0,5000.0,5000.0,5000.0,5000.0,2793.29,1677.91,2540.95,5000.0,5000.0,5000.0,5000.0,5000.0
aes_32_3_keyfind_1.cnf,278d646386a62d4f28f7fc390c5eab3e,4115.95,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,275.798,2378.42,503.319,5000.0,1957.49,5000.0,1269.94,48.1797,5000.0,738.137,739.489,1591.36,590.773,246.588,248.315,5000.0,573.874,51.2782,2059.71
slp-synthesis-aes-top25.cnf,1d36146d5d79c91e0605a19242395228,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1500.29,3162.31,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,897.737,5000.0,5000.0,5000.0,5000.0,5000.0
minxorminand064.cnf,1394bf507e3ed448c81b5502d6550d78,60.6778,210.936,112.307,122.898,93.4218,142.849,133.479,204.987,134.521,250.756,138.585,227.024,597.363,888.402,263.411,235.628,166.56,95.5865,165.231,169.431,169.452,150.876,640.282,691.011,145.375,118.5,185.122,869.766,992.78
rbcl_xits_14_SAT.cnf,0678a0ef5b4345961915559db9bf689b,75.6285,26.629,0.876865,1.91871,3.67444,1.9537,1.55176,17.1664,9.31258,1.15982,59.2,0.667897,1.9657,3.2875,58.4771,62.4455,2.56761,5000.0,2.78058,2.57961,6.02708,2.66259,1.64675,5000.0,2.11668,1.57276,2.09068,6.31304,2.97055
hitag2-10-60-0-0xa04d664a73eac4d-66.cnf,01aca16b935575068eaddec12d081eaa,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4307.22,4319.78,5000.0,5000.0,5000.0,5000.0,5000.0,4106.05,3476.36,3740.87,5000.0,5000.0,5000.0,5000.0,5000.0
aes_64_1_keyfind_1.cnf,9e18e0ee8a56ea2c59fe8e682ff6c747,5000.0,47.7677,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1034.73,5000.0,5000.0,516.357,5000.0,5000.0,20.5459,1443.19,1853.27,2413.37,5000.0,3942.55,3904.31,5000.0,1339.79,449.864,5000.0,2204.27,5000.0,5000.0,5000.0
hitag2-10-60-0-0x8edc44db7837bbf-65.cnf,6deaeb073bc9c41597efe8389ae520e0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4845.38,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2619.2,5000.0,5000.0,5000.0,5000.0,5000.0,2309.91,2020.16,2293.31,5000.0,5000.0,5000.0,5000.0,5000.0
md5_48_1.cnf,21923a69386e0f7043d9b5a4a577566f,37.7853,422.436,2086.75,913.592,103.139,43.2464,453.329,100.201,40.0439,1166.04,1884.45,173.407,2798.18,674.828,496.051,164.014,48.2357,57.0543,768.012,386.278,1772.84,58.2961,177.653,633.714,3778.77,544.421,626.396,5000.0,1472.68
E00N23.cnf,1a1f0dddf727883e0973677dd00e9269,3174.8,3713.68,5000.0,5000.0,5000.0,4851.28,4662.02,5000.0,5000.0,5000.0,3862.07,5000.0,5000.0,5000.0,4695.47,5000.0,4556.55,5000.0,4707.15,4119.57,4134.71,5000.0,5000.0,5000.0,4884.63,5000.0,5000.0,5000.0,5000.0
md5_47_4.cnf,b0a37265834986ac9165bda379d279fd,258.126,172.952,467.603,953.788,198.841,1204.96,355.245,91.897,41.9666,2218.76,407.117,19.407,1910.92,329.391,273.771,105.381,358.126,102.564,1001.46,1453.14,3204.09,66.1159,89.2954,53.5369,163.605,82.3705,2613.33,4811.65,2033.0
bivium-39-200-0s0-0xdcfb6ab71951500b8e460045bd45afee15c87e08b0072eb174-43.cnf,a2de7ecb3149f61c2513bce2556f5acc,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4420.98,5000.0,3597.13,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3961.58,4433.77,5000.0,5000.0,5000.0,5000.0,1965.35,2811.16,1493.26,5000.0,5000.0,5000.0,5000.0,5000.0
md5_48_3.cnf,62c39589a569c5d989e4ecd1f5fe22d9,114.288,1839.89,3037.52,343.73,2947.3,188.504,464.525,47.6058,109.215,160.138,1240.6,474.827,218.658,343.044,407.994,566.953,903.914,34.8517,272.682,5000.0,2014.67,132.578,35.2576,68.5286,1442.58,72.571,4219.42,4154.81,1241.89
gss-19-s100.cnf,46cd058b197d2996741a12b8a3597974,166.938,749.498,3066.74,488.792,505.769,766.351,973.699,929.4,300.183,783.072,862.545,915.438,177.618,5000.0,165.88,129.302,514.073,701.928,108.945,630.713,631.146,632.772,626.609,464.444,52.595,748.579,714.834,1104.76,818.34
gss-20-s100.cnf,a794a6d5c5cef207b230b9c11bc6a020,302.83,72.092,5000.0,20.0829,2903.51,686.776,2334.09,5000.0,1568.62,1448.7,1155.99,720.487,58.927,5000.0,198.676,3959.05,1668.19,1550.1,2705.52,477.788,495.157,3638.09,383.233,2002.34,2187.25,3537.02,1035.73,5000.0,5000.0
hitag2-10-60-0-0xe6754daf48162bf-46.cnf,dbff77d9e0cb9f723b001740889dd410,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2736.53,2327.65,5000.0,5000.0,5000.0,5000.0,5000.0
AProVE07-27.cnf,29bcd837c2712d44bc41845c08842226,310.265,937.431,2346.54,1040.89,1036.72,778.43,666.4,1695.67,444.666,781.444,748.329,669.743,632.057,2535.2,1116.45,1019.79,646.883,2000.72,885.106,691.105,596.196,789.357,543.331,633.943,501.088,678.027,714.26,2601.31,1619.5
zfcp-2.8-u2-nh.cnf,c4aa2ddc60eee766fbdf95a32eed5b43,41.9636,78.0431,82.4545,2842.95,252.696,45.1571,43.4604,264.596,463.954,49.5605,55.2226,80.5918,531.193,199.661,5000.0,5000.0,160.955,79.221,82.2485,582.592,5000.0,220.329,202.009,91.2301,56.6994,85.433,92.9219,49.4365,48.4436
transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,74e0fa52e4789615985c73d0a8b105b4,291.878,279.128,1466.72,696.696,850.882,1231.66,287.386,933.887,525.182,448.207,387.191,114.947,990.237,5000.0,877.156,5000.0,71.9481,29.9544,341.951,421.431,421.935,4351.11,2435.87,5000.0,399.566,369.666,769.614,5000.0,1611.89
minxorminand128.cnf,a551844fb6a7f35cf6025d0a525ca14e,4997.93,2816.34,1133.15,2453.45,1959.05,3504.69,3248.39,2405.12,2824.26,5000.0,3991.37,5000.0,5000.0,5000.0,4773.9,4769.22,3630.83,2654.46,4797.79,5000.0,5000.0,4453.69,5000.0,5000.0,4724.31,4622.8,5000.0,5000.0,5000.0
aes_16_10_keyfind_3.cnf,ba60e69f0d85355346c606d520be3dc1,578.046,183.61,1119.25,98.654,521.777,499.064,226.768,5000.0,442.93,139.215,308.991,601.151,759.973,360.942,690.806,883.88,120.897,5000.0,115.776,228.392,227.017,5000.0,2206.26,5000.0,262.389,948.905,259.629,2563.43,1002.58
pb_200_03_lb_03.cnf,475cc42914651b711314ff274f5d63a6,18.4892,382.717,77.6692,45.2941,32.4001,9.75952,13.024,139.55,5000.0,129.249,163.35,376.588,1132.22,8.98263,108.875,540.996,61.5026,123.811,82.7334,5.36019,5.96609,102.522,56.2614,5000.0,154.12,86.0729,21.2798,82.1275,617.637
arcfour_initialPermutation_6_56.cnf,f1e490ffb40a86e205d06086b6cf434c,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.43878,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
hitag2-10-60-0-0x2201a94920a2d2e-8.cnf,c0e2aaaa9d438c3cde8d3f7bf194598d,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3281.93,2523.31,5000.0,5000.0,5000.0,5000.0,5000.0
rpoc_xits_15_SAT.cnf,6e2420fee2f0f163ee34f3173d985c73,3.47647,28.7466,1.56176,5.07323,1.26481,2.03769,4.05138,1.74573,1.89871,1.3168,3.89641,0.997848,1.9627,12.951,76.9193,76.0324,3.33849,1.20282,2.08768,3.79842,2.82557,1.72474,1.49677,3.10353,1.40179,1.12683,3.86341,7.11292,601.383
AProVE07-11.cnf,76a9a702e3f5579ca21a804121363b5b,68.5636,459.688,err,466.567,409.829,341.264,417.63,430.137,197.113,94.2127,88.7095,62.6845,84.3322,287.43,552.784,594.438,271.22,99.4979,47.1468,94.0187,97.6222,184.111,533.17,30.0184,41.4057,157.617,39.8519,5000.0,966.349
SAT_dat.k80.cnf,274a37aa2ba35f97a64c9a4abc4e2887,5000.0,5000.0,4960.51,5000.0,5000.0,5000.0,5000.0,5000.0,3630.45,5000.0,5000.0,5000.0,5000.0,5000.0,2439.29,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1603.68,1815.8,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
UTI-20-10p0.cnf,209f7789e3588d11f275f2003f2c6a67,784.285,1830.11,642.087,1663.98,1584.65,1600.32,1353.01,499.865,463.551,909.435,1123.52,1266.54,756.983,5000.0,1225.15,1218.6,1001.54,5000.0,966.227,946.496,937.141,717.551,832.596,5000.0,799.484,598.96,1013.26,5000.0,2297.12
AProVE09-06.cnf,d6f6073d38b29a9cff1f80910bc0501b,1189.65,818.125,2455.67,868.288,863.836,1471.65,1830.23,731.299,2944.94,907.332,760.117,791.182,1331.56,1366.22,1165.08,1166.22,629.301,1311.69,1097.76,817.498,1471.4,738.734,846.962,5.61215,645.097,1462.87,1218.53,1755.3,2602.36
dated-5-13-u.cnf,45ee13b66821e6c36f3e38be418fa121,5000.0,3753.89,5000.0,5000.0,5000.0,4373.49,2817.49,5000.0,2834.44,5000.0,5000.0,5000.0,4575.36,5000.0,5000.0,5000.0,3160.75,5000.0,5000.0,4110.75,4143.44,5000.0,5000.0,5000.0,4561.43,3620.23,4265.41,5000.0,5000.0
003.cnf,5e5e6f21b900a159db6910e16c9f5b47,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2799.85,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4745.21,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
dated-10-13-u.cnf,c10a1a201bfe26fc1d15892100d7fabd,493.814,516.951,963.764,1259.05,1206.65,450.761,353.699,305.779,493.236,503.46,576.701,609.02,528.443,4501.2,743.333,740.379,334.332,903.426,895.534,468.564,462.061,299.305,562.199,642.059,522.523,300.598,839.39,3320.75,2032.13
pb_300_04_lb_06.cnf,70588b906ab53a44a8c419eb4f899fee,548.038,315.366,63.1144,415.794,491.919,273.055,221.898,105.439,168.207,318.639,302.348,147.91,286.32,5000.0,263.841,323.799,229.074,5000.0,268.667,302.053,285.816,207.8,160.293,5000.0,116.71,161.443,452.058,682.791,1023.22
10pipe_k.cnf,472f0bf494ff6f4ada071ae53908bded,545.496,873.08,4353.45,5000.0,5000.0,err,2039.61,786.221,589.305,5000.0,833.748,464.434,670.828,5000.0,1130.63,1085.3,5000.0,5000.0,5000.0,5000.0,3385.27,514.759,654.633,5000.0,1862.18,623.32,1358.13,5000.0,5000.0
pb_300_05_lb_16.cnf,475625d216c3bd15c9dfed8c8d44e317,5000.0,513.481,4251.15,5000.0,2970.94,1472.94,2126.48,3906.43,5000.0,549.996,2992.6,1339.91,4757.57,3404.83,3003.65,2976.34,4058.16,340.444,5000.0,1403.04,1434.84,2597.55,496.777,5000.0,465.088,931.004,624.411,5000.0,2767.49
9pipe_k.cnf,e1a8a4ccb71d4f3450d915674cab8eb9,83.9442,226.193,575.848,377.855,434.078,822.958,329.71,376.165,249.757,686.777,282.007,87.0438,289.338,322.777,742.614,346.126,457.923,2238.47,755.613,1018.53,371.375,207.673,366.672,5000.0,116.25,847.09,1341.33,3363.21,1012.73
8pipe_k.cnf,fb37ea12df01c47c903e00336d3448f6,190.599,208.464,1502.36,3010.51,5000.0,2318.19,1639.36,403.604,150.393,3112.72,196.535,110.202,3850.93,2693.07,596.015,245.865,1413.3,5000.0,2665.82,1047.54,1701.41,112.567,183.75,5000.0,264.588,1107.69,4048.95,5000.0,2138.75
7pipe_k.cnf,bfa57bb962fb5c80635cfb3b84bbd22e,84.5571,109.701,496.923,880.233,3007.42,702.977,1117.4,134.341,73.9318,1765.53,700.119,49.1565,92.136,2639.77,504.95,137.412,261.727,5000.0,2933.82,925.537,290.158,45.4541,71.7131,5000.0,320.731,262.613,1134.04,5000.0,1515.39
