Instance,MD5,glue_bit,gluebit_lgl,GlucoRed,Nigma,Nigma-NoPB,Solver43a,Solver43b,forl,strangenight,relback (not competing),gluH,ZENN,MIPSat,SAT4J,CSHCapplLG,CSHCapplLC,Riss3g,satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,minipure,glucose,glueminisat,Riss3g,sattimeRelbackShr,RSeq
beempgsol5b1.cnf,b7d7cc3ee4e6e066c15c34f841c0e961,117.019,139.483,164.597,4494.91,4840.97,5000.0,2840.42,135.792,91.6761,216.76,104.553,198.065,99.8478,5000.0,529.968,118.093,84.9191,2305.44,135.839,220.865,220.062,5000.0,5000.0,5000.0,97.3442,86.7318,153.102,5000.0,1948.8
ctl_4291_567_10_unsat.cnf,605552b8a4c3682ea141de557f284722,466.585,817.068,1014.5,1024.54,1055.64,476.721,474.34,1148.6,2104.16,644.08,545.19,952.936,1611.97,2724.06,1696.89,1698.76,616.784,798.046,570.599,518.468,524.504,1323.22,1064.01,801.391,423.753,616.544,627.834,1230.0,1200.21
vmpc_29.cnf,1e81246225c81a67548d334d1dfcc24b,153.108,66.2399,5000.0,536.358,2026.34,118.06,118.197,4815.23,1062.76,122.977,45.4061,213.378,650.619,3247.48,407.799,407.156,684.629,76.2584,401.656,250.782,251.27,372.05,527.163,1848.94,107.724,500.51,170.735,949.178,723.571
vmpc_33.cnf,4c4d694bb911a7a13a7cb66a99dd484c,546.166,1687.76,622.658,5000.0,5000.0,1010.47,704.308,5000.0,5000.0,114.228,5000.0,4444.22,1188.52,28.5847,160.278,160.203,1584.68,5000.0,783.296,3324.95,3371.18,106.401,1326.02,1705.67,121.974,115.053,2062.52,230.441,714.532
pb_400_02_lb_15.cnf,16e4f7136121630fb776cbad00a74e51,250.131,69.2895,170.121,221.292,88.0056,137.826,103.958,130.763,380.865,160.043,80.4788,257.157,1683.04,1043.84,400.52,947.983,195.911,32.3071,115.661,311.535,307.805,439.429,339.267,5000.0,318.105,375.455,258.689,1265.22,1013.04
SAT_dat.k85.cnf,5039894e4acfbd347d86db1e0b40801e,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4290.95,5000.0,5000.0,5000.0,5000.0,5000.0,2771.03,2730.92,5000.0,5000.0,5000.0,5000.0,5000.0,1896.26,2432.75,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
SAT_dat.k100.cnf,eee4630cdd1939510afc0bd0396af539,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4386.64,4394.05,5000.0,5000.0,5000.0,5000.0,5000.0,3614.23,4295.34,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
aaai10-planning-ipc5-pipesworld-12-step15.cnf,86980f7370ece00291f2970256db731a,192.835,203.624,98.815,459.176,396.29,245.473,176.758,119.647,59.8019,279.892,250.145,329.039,64.2212,3374.22,276.503,130.402,227.509,498.568,266.459,229.219,227.391,188.217,140.082,848.866,164.143,86.2529,247.045,577.329,823.184
gss-17-s100.cnf,a5acf68fdb8596748ff1a3d5aad962ba,148.019,56.2714,401.28,16.4135,106.905,81.2516,24.8832,181.98,87.9726,3.38748,11.8812,189.838,198.131,1938.4,250.096,185.145,69.3625,176.18,175.128,273.527,272.074,101.228,182.412,45.909,111.786,170.571,87.5807,585.529,888.285
gss-24-s100.cnf,790351bf154df794521d1ee020553727,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2623.27,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2919.42,5000.0,5000.0,5000.0,5000.0
gss-23-s100.cnf,d47e6ce9b362e233b04697508dc1ae9c,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,861.048,861.84,5000.0,5000.0,5000.0,5000.0,5000.0,442.111,5000.0,5000.0,4913.23,5000.0,5000.0,5000.0,5000.0
bivium-40-200-0s0-0x66b619d7b8e447710bf43b794ded6cfaf1e75bb8a947e14c78-50.cnf,6ab7d7e8f60884823e31b3061b1a8799,4006.36,5000.0,5000.0,5000.0,5000.0,3007.96,5000.0,5000.0,2281.62,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3597.98,5000.0,5000.0,4593.77,5000.0,5000.0,1487.46,3156.39,1108.51,4482.58,5000.0,4598.0,5000.0,5000.0
pb_400_10_lb_00.cnf,cc324f46eb87d3a6482cadc1d26183fb,32.576,58.892,65.824,11.5572,12.5401,49.6804,41.4607,30.5184,130.06,78.4501,57.1643,41.1487,42.9315,58.898,132.218,579.683,50.2144,33.5329,26.6459,24.1883,24.1023,74.0127,34.3058,5000.0,18.5582,163.121,12.898,405.987,679.813
UR-20-5p1.cnf,c530016627d60451f148c386bba0e9bf,1222.72,1669.21,992.919,1320.99,1169.6,638.37,1560.31,335.076,550.34,847.277,830.008,1530.23,1029.87,5000.0,846.522,839.528,1187.68,846.007,1121.71,1176.01,1173.45,343.191,786.425,3286.4,610.933,848.696,1568.9,5000.0,2614.21
UTI-20-5p1.cnf,10eca282b9263f77903cd90a479b46ee,351.26,793.36,507.805,588.967,1222.27,1175.5,1258.09,255.832,438.533,486.458,375.036,990.048,151.576,5000.0,758.173,448.444,385.191,162.77,558.079,557.937,539.314,258.41,1108.4,5000.0,1211.84,494.285,1456.1,2896.38,2204.43
gss-25-s100.cnf,ee84449b248eb58056a5effe5695d584,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2237.76,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
UTI-15-10p1.cnf,95ee3bccf00be0d94959b7512fd434b4,193.56,415.017,155.572,295.944,300.929,269.406,242.82,260.496,238.944,107.001,173.357,310.056,255.644,1942.81,225.509,346.366,162.763,176.415,278.633,161.642,169.551,189.29,381.121,657.357,97.7621,230.511,277.232,2805.54,890.297
UR-20-5p0.cnf,782c70d5631cbc24bc659543ee69ca8b,640.368,1815.17,829.502,686.796,883.53,1360.93,949.633,360.235,512.654,700.091,636.848,886.974,747.68,5000.0,1067.29,481.417,709.082,1547.36,822.018,771.743,778.141,577.289,754.234,1832.35,644.241,697.474,962.849,3911.68,1880.35
UR-15-10p0.cnf,a860cf613d4e0cb34c00f8b79611121d,748.903,1823.53,677.772,739.865,915.319,1586.6,983.695,416.335,584.579,640.255,906.463,731.993,455.251,5000.0,752.757,753.976,810.999,1019.49,1447.96,1823.12,1888.4,268.099,409.845,1035.57,673.596,2225.21,1079.98,5000.0,3514.52
ctl_4291_567_2_unsat_pre.cnf,716543d904be1c6f399d65f1fd25095a,1037.51,1628.36,1901.96,3409.55,2959.84,909.908,914.984,2709.14,3306.81,1369.37,1326.16,2936.52,789.785,5000.0,1351.12,3250.34,1410.34,1978.12,1376.84,1024.61,1215.84,2945.72,2517.61,1728.03,1054.04,1382.69,1169.6,2582.27,1963.56
b04_s_unknown.cnf,58dc93c46b05af12f6d535d49a92aaad,5000.0,5000.0,5000.0,2189.15,5000.0,5000.0,5000.0,2357.03,5000.0,1956.06,5000.0,2942.01,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2235.33,3064.45,5000.0,5000.0,5000.0,5000.0,5000.0
UR-20-10p1.cnf,6ace5cfbe110f1a43049037cb7432998,5000.0,5000.0,5000.0,5000.0,2486.6,5000.0,5000.0,4036.12,4439.09,5000.0,5000.0,4452.12,5000.0,5000.0,3654.3,3657.8,5000.0,5000.0,5000.0,5000.0,5000.0,3210.93,2691.43,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ctl_4291_567_9_unsat.cnf,f950dafee8bd3d3f346b72510ee9f41f,391.07,586.689,867.77,814.814,898.407,373.245,372.878,880.189,1575.43,541.102,543.748,820.651,405.366,1669.65,426.252,1571.73,561.582,727.101,536.857,414.921,404.676,1180.07,840.355,824.91,430.199,429.302,523.381,1062.98,1146.62
ctl_4291_567_7_unsat.cnf,c1284e57481ce089e620925053b2eb40,448.48,514.956,767.872,1060.28,769.893,362.398,360.019,809.711,1535.41,465.02,548.683,900.413,1442.47,1953.21,812.24,1426.2,531.804,752.126,490.572,426.122,423.146,1026.74,969.438,1081.78,411.216,467.47,516.489,941.821,1065.93
ctl_4291_567_9_unsat_pre.cnf,ae874a94389bac3313e1fd89869014c9,427.078,807.309,850.67,763.983,720.801,404.358,409.842,1062.1,1735.14,707.199,610.774,780.492,1529.89,2309.77,859.673,1734.54,630.352,659.106,538.629,452.601,455.435,1344.68,967.319,647.97,420.083,434.043,631.89,1355.28,1304.92
ctl_4291_567_12_unsat_pre.cnf,fe434a0137486571f66e465d19661a10,594.55,1095.14,1117.39,905.41,1016.18,647.193,648.767,650.157,685.953,642.576,673.443,927.426,651.138,2363.9,1099.92,1096.79,743.767,908.353,793.382,689.981,691.645,675.716,652.417,821.946,542.271,585.316,612.272,1333.26,1240.07
k_unsat.cnf,173e4ee64c1de40066386509dff5d0f1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ctl_4201_555_unsat.cnf,fa717e15e25e92a04c4f2ed10d210187,683.26,1139.04,1747.17,1904.11,2635.71,861.71,865.625,2158.32,2945.49,1005.49,1106.42,2216.71,2131.36,2954.15,2566.72,2567.42,1002.02,1978.04,976.442,877.197,872.336,2231.94,1745.38,1410.54,681.55,959.182,919.911,2243.2,1698.28
ctl_4201_555_unsat_pre.cnf,c575a5fb69f0d1d6884ba588b9078f4b,927.592,1459.24,1785.87,3826.23,3443.35,924.042,920.912,2423.13,2354.91,987.056,1158.19,2578.43,1836.0,5000.0,1379.39,2719.85,938.727,2175.11,1216.15,967.674,929.865,2411.65,2225.86,1686.98,738.696,1092.01,1189.51,2360.71,1577.46
b04_s_unknown_pre.cnf,34d558ef111eed0f545a21fe42317ac8,414.087,2106.36,1134.85,139.545,876.835,1063.58,421.149,208.73,1321.32,359.435,181.932,224.822,1545.78,624.325,716.698,719.299,597.915,316.247,622.331,447.533,450.567,246.48,388.458,3429.68,643.955,2681.49,385.969,519.141,853.462
bivium-40-200-0s0-0xd447c33176b6b675fd5f8dc3a5deda46569dc34eedf37da020-6.cnf,7955e187694db576fdfbb3b07b99ff39,1995.81,5000.0,5000.0,3629.46,5000.0,5000.0,1884.69,5000.0,2974.46,4797.91,5000.0,3402.7,3289.2,5000.0,2406.06,3389.82,5000.0,3594.7,2053.58,3067.03,4214.58,1128.79,1814.36,1162.19,2501.12,5000.0,2835.08,5000.0,5000.0
ctl_3082_415_unsat.cnf,1b1bb970cddedf332a556c40d7de3284,668.409,1168.56,1215.6,2317.39,2433.49,643.992,649.98,2428.09,2858.05,1302.04,890.301,1280.85,1882.16,5000.0,1183.54,3335.71,911.725,1245.12,912.002,693.554,695.393,3042.68,1917.59,1051.9,663.407,947.617,933.103,2334.35,1706.66
ctl_4291_567_7_unsat_pre.cnf,bc173345c2bf46326769a4766eaf6cbc,380.88,702.378,796.196,867.092,913.751,444.758,442.14,856.444,1644.56,472.253,574.888,972.042,409.605,2516.0,898.702,1695.42,604.731,647.262,568.29,481.466,481.418,1318.33,1103.78,850.786,421.985,498.846,585.901,960.821,1072.6
b_unsat.cnf,c40cad77d14e171e1134e128a4ad365b,836.721,1200.51,1179.21,2284.03,2041.27,928.891,853.49,964.251,1645.7,706.765,1070.84,1343.93,654.099,5000.0,2261.75,2256.19,997.077,2156.18,1240.85,415.489,272.617,1829.51,2105.97,962.501,890.072,806.818,914.911,1415.46,1288.36
b04_s_2_unknown_pre.cnf,3d6547839860e628a0bd683c0666d3ed,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4196.6,4130.35,5000.0,5000.0,5000.0,5000.0,5000.0,3829.11,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
velev-pipe-sat-1.0-b7.cnf,612845a855119304b698a4b55aed3089,22.1886,76.7763,192.059,82.7004,175.754,94.9176,241.013,169.53,738.776,237.753,129.291,96.7463,81.6746,12.2381,609.803,786.917,2011.42,502.895,216.023,730.192,413.138,67.0678,180.949,5000.0,146.05,118.207,322.102,5000.0,837.709
ctl_4291_567_1_unsat.cnf,773d418074b6b9509b6bb687d89efe2e,826.524,1133.35,1853.77,2893.06,3436.44,753.043,702.162,2294.58,3718.06,1094.05,970.145,2500.74,1864.02,3427.23,2500.17,2482.73,1037.91,1891.67,875.71,781.61,786.699,2157.13,1789.37,2126.61,733.888,961.99,900.616,2213.02,1690.12
pb_400_04_lb_19.cnf,360567b6b0a9bd59c9f198620c0062e9,241.395,578.28,74.1977,167.17,220.423,272.232,110.366,4153.19,1006.5,205.54,191.661,365.297,1363.26,313.426,489.481,1517.71,39.366,110.088,141.773,180.053,178.518,1002.57,507.338,5000.0,358.71,576.313,118.117,1193.33,799.063
bivium-40-200-0s0-0x92fc13b11169afbb2ef11a684d9fe9a19e743cd6aa5ce23fb5-19.cnf,0ae3a2a95f1bc240aef89572f47d88ca,2353.71,1964.72,5000.0,4953.82,5000.0,2349.18,4987.83,5000.0,2376.37,2871.46,5000.0,3864.08,5000.0,5000.0,5000.0,2979.48,5000.0,2889.37,5000.0,5000.0,5000.0,1304.2,947.969,672.963,5000.0,5000.0,5000.0,5000.0,3102.92
hitag2-10-60-0-0xdf7fa6426edec07-17.cnf,2c7e0cca7c8d52ec8c006ea94a2f83f5,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4287.16,5000.0,5000.0,5000.0,4638.3,5000.0,5000.0,2728.95,5000.0,5000.0,5000.0,5000.0,5000.0,2387.64,1614.08,1516.21,5000.0,5000.0,5000.0,5000.0,5000.0
ctl_4291_567_1_unsat_pre.cnf,46ad5632615418a443775fc79840f004,818.051,1330.0,1954.88,5000.0,3861.44,816.578,816.347,2442.74,2521.06,1052.8,1328.99,2295.93,1806.79,4686.77,1278.98,2969.79,1179.39,1726.23,1242.58,856.183,967.374,2649.44,2380.64,2228.03,828.73,1155.16,1124.66,2251.25,1654.72
ctl_4291_567_6_unsat.cnf,aacb9e1008a2dba331f390d59a27ed60,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
minandmaxor128.cnf,5b2e2178738883a628728bb1ec39f4a9,2171.78,3534.6,4117.92,2698.67,2844.42,4223.12,3706.02,4846.15,3326.92,3572.71,3270.83,5000.0,4928.03,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2961.09,5000.0,5000.0,4402.66,5000.0,5000.0,5000.0
ctl_3082_415_unsat_pre.cnf,53e39ded520c9bd4471660021b2dcccc,711.631,1626.4,1206.05,2690.36,2344.96,661.013,655.577,2168.33,2968.97,1203.73,814.067,1581.5,635.664,5000.0,1109.26,3158.78,935.607,1324.5,888.239,713.195,710.779,3147.62,2143.97,1211.02,660.001,978.048,842.177,2326.3,1796.66
ctl_4291_567_12_unsat.cnf,1ce37abcbb8439542001e09f48e54841,624.074,852.74,836.389,807.274,1003.18,461.15,464.503,432.528,808.376,378.409,772.064,902.26,778.993,1755.12,1163.51,1162.83,585.2,831.923,559.645,630.562,633.475,748.361,630.064,637.891,605.572,408.994,612.84,644.16,965.016
b_unsat_pre.cnf,d803299a1a472130cc997311f1f0cf08,552.275,758.142,709.449,1444.69,1348.05,552.063,613.866,594.661,918.516,431.423,780.087,956.33,451.168,4122.9,1231.46,1230.87,619.683,1348.77,762.794,630.439,596.709,789.891,1331.25,627.519,528.769,504.136,656.832,908.759,1016.36
ctl_4291_567_10_unsat_pre.cnf,b5f5d7fc9b2cef76046f0bd9d7ceb39a,491.139,1148.92,960.228,1049.72,980.289,507.119,500.145,1233.0,1888.6,912.136,646.414,1071.49,1618.41,2703.03,949.772,1716.17,704.68,861.383,636.55,466.775,468.598,1332.68,1054.33,1067.85,538.09,511.333,733.25,1883.42,1521.39
ctl_4291_567_6_unsat_pre.cnf,6f0605ff0e448a47eaed348d55a16bc4,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ctl_4291_567_2_unsat.cnf,811f9b879a56da7c9475ed451490ead2,899.768,1566.26,2289.82,2198.98,2882.89,1057.79,914.21,2451.21,4783.76,1511.95,1191.31,2724.47,1892.04,3715.22,3110.73,3135.34,1054.1,1662.9,1186.72,990.802,973.189,2824.27,2121.77,1698.07,965.688,1083.75,1153.9,2824.98,1754.41
ctl_4291_567_8_unsat_pre.cnf,f8bd6fca4bd2adaaa64cc40b82565e2b,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ctl_4291_567_8_unsat.cnf,9e9509e53f24c36ad7cf4d2124b3c979,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ctl_4291_567_5_unsat.cnf,ec0b603035b374a0325d8e4748c17b67,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
aaai10-planning-ipc5-pathways-17-step20.cnf,8f0e3738453893efc8a2d1abcf0d190d,458.751,540.853,249.443,431.982,781.839,435.109,669.29,90.5402,171.053,628.25,601.409,752.774,352.172,1737.1,637.474,244.955,491.547,1402.41,701.643,521.018,519.078,201.483,424.922,827.229,409.14,263.508,427.407,1066.54,1024.36
ctl_3791_556_unsat.cnf,b07ffb3e91c0ceac55a5845e73cb7377,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ctl_4291_567_11_unsat.cnf,33022bb0cc379a2c3035f0b59b75c41b,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
aaai10-planning-ipc5-pathways-17-step21.cnf,4f6c74152fcb90409ea0105b51afa3bd,91.2231,85.9639,1146.19,1586.72,5000.0,3036.25,5000.0,622.814,158.182,496.682,5000.0,2897.87,258.903,5000.0,1113.29,326.91,1691.69,4484.68,5000.0,658.028,658.756,682.319,622.139,752.8,2520.51,2267.76,386.783,3114.66,1253.21
aaai10-planning-ipc5-TPP-21-step11.cnf,00d93f117a3253605ad3ac6a153ec61f,1227.67,1602.64,1054.68,2590.58,2544.89,1142.56,1040.15,477.305,562.71,1090.33,2073.94,1701.47,1517.91,5000.0,1504.72,1493.69,1399.78,5000.0,2350.97,1308.71,1326.56,1082.43,2108.64,5000.0,1293.99,888.353,1336.63,3041.1,2048.81
aaai10-planning-ipc5-pathways-13-step17.cnf,e7acb1f64be7eb3ff1367dad08444685,416.578,534.333,400.471,1870.55,1578.81,485.058,576.457,100.429,155.246,828.405,962.782,910.052,155.285,4470.18,735.171,178.534,441.219,2423.55,787.424,804.106,802.904,316.923,438.343,851.981,471.527,292.692,560.38,1471.3,1183.41
aaai10-planning-ipc5-TPP-30-step11.cnf,9bfe4b40d3567ce3687a43a15fbd33eb,50.3923,187.526,77.8392,101.774,81.9755,66.2989,133.565,124.862,56.6034,24.0623,96.3574,111.41,50.9832,454.95,261.915,400.402,182.619,93.3108,73.5298,54.6817,105.128,198.053,224.653,242.316,53.8078,23.4644,177.467,284.291,631.683
aes_32_3_keyfind_2.cnf,3fa9101d04cd46f278ef4d2bd1e75643,334.312,2048.88,5000.0,4072.34,5000.0,5000.0,144.564,319.89,1534.55,1251.12,3538.91,4101.77,5000.0,5000.0,722.384,1943.02,4627.25,305.999,5000.0,1769.38,1752.2,1153.15,1253.42,1070.77,4601.94,3942.18,68.2906,254.557,5000.0
smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,9fe9fe24bc28c127c9f6b6416a14f727,3582.29,1941.07,1.85372,612.315,2888.8,907.394,3680.29,5000.0,5000.0,5000.0,4576.15,1.60675,2555.55,2528.0,5000.0,1929.36,4666.82,3020.89,4.96225,12.883,15.0477,1443.59,1052.89,1.9527,1.73873,1.68974,2.11168,2525.05,1405.04
