Instance,MD5,SparrowToRiss,dk-SAT11,march_br,gluebit_clasp,clasp_vflip,GlucoRed,Solver43a,Solver43b,forl,strangenight,relback,gluH,ZENN,MIPSat,MIPSat,SAT4J,CSHCcombCS,gNovelty+GCa,gNovelty+GCwa,Riss3g (disqualified),satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,sattime2013,minipure,glucose,glueminisat,Riss3g,sattimeRelbackSeq,sattimeClasp,sattimeRelbackShr,RSeq (not competing)
connm-ue-csp-sat-n800-d0.04-s1788334438.sat05-543.reshuffled-07.cnf,eb542a3ed65e86298dd7b9339a890090,5000.0,5000.0,5000.0,5000.0,4988.91,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4521.94,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
rbsat-v945c61409g5.cnf,f2bed43e44a00be22e2fb04813e8bc66,22.4276,748.013,2395.96,233.028,20.6919,5000.0,60.5528,60.2678,3044.6,628.531,667.901,977.718,989.699,9.58854,9.55555,3755.54,302.319,77.6762,56.8694,2155.71,1270.43,2401.86,1284.45,1269.36,2396.61,2039.9,1.9817,1432.53,579.138,807.228,657.257,2.84457,2.81657,8.84865,2.82457
rbsat-v760c43649g6.cnf,6cb945243724c14ac387103e1ab6cde5,5.67114,2444.97,357.203,99.9188,10.4004,3346.86,1396.9,1384.83,616.498,249.01,203.557,1686.48,868.546,38.3142,38.0962,347.476,235.774,35.9585,199.801,890.776,414.884,998.235,16.8154,16.7654,5000.0,2494.18,1.2818,1424.97,596.854,327.998,37.9502,1.00285,1.00685,14.6988,1.00585
crafted_n10_d6_c4_num10.cnf,aade4de98661142d736d06a289316dec,5000.0,34.0368,5000.0,2334.6,5000.0,591.694,3431.39,3432.51,494.539,1540.69,2000.1,3739.02,5000.0,5000.0,1986.69,5000.0,5000.0,5000.0,5000.0,1210.69,5000.0,4406.16,2540.76,2618.95,878.624,5000.0,5000.0,5000.0,3257.38,2217.6,946.962,1995.86,5000.0,2014.62,1970.43
crafted_n10_d6_c4_num21.cnf,708c06e8f8bcf11c2272c39f16493da9,5000.0,32.2791,5000.0,2518.14,5000.0,1082.49,3708.01,3749.24,533.801,812.229,2266.31,4431.34,5000.0,5000.0,2652.62,5000.0,5000.0,5000.0,5000.0,1117.8,5000.0,3559.58,2981.16,2155.66,4305.59,5000.0,5000.0,5000.0,2910.77,1074.49,957.817,2259.27,5000.0,2248.36,2257.72
crafted_n10_d6_c3_num10.cnf,e9cd1bc47d20bbd85b9ae09bd90bd737,5000.0,17.1194,5000.0,2015.46,5000.0,526.827,1168.69,1128.62,418.259,438.118,1722.24,2032.58,4333.09,5000.0,2592.28,5000.0,5000.0,5000.0,5000.0,846.208,5000.0,2007.49,622.053,1290.4,547.395,5000.0,5000.0,5000.0,1496.61,530.273,986.301,4272.18,5000.0,3679.59,4222.6
rbsat-v945c61409gyes9.cnf,5b3cb365e0da247dad8c75295d40c6a5,27.1339,5000.0,3682.78,380.718,79.222,5000.0,364.184,362.073,991.161,521.723,980.618,453.974,1012.23,111.792,111.792,4327.3,163.32,157.058,308.604,1330.42,997.654,76.1284,92.193,91.802,5000.0,236.236,4.68929,495.268,435.949,1607.88,1322.2,5.07723,5.08423,63.6523,5.15521
sgp_6-6-10.sat05-2670.reshuffled-07.cnf,080b0eee741469a320509f7827afc538,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,35.9035,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,dfc7796289f8cacbd4db5eb947a1ba09,474.042,5000.0,5000.0,4044.45,4575.49,5000.0,5000.0,5000.0,5000.0,1176.66,5000.0,1177.94,4576.53,2308.97,4078.86,5000.0,2642.07,5000.0,5000.0,1694.33,2758.85,1733.18,5000.0,310.656,5000.0,867.635,5000.0,1019.1,505.39,5000.0,2015.0,5000.0,5000.0,1327.44,5000.0
mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,22bc1843113c53c5f8a8f8cec42dcbe5,5000.0,5000.0,5000.0,3454.52,3901.73,5000.0,5000.0,5000.0,5000.0,810.773,5000.0,650.598,792.556,5000.0,3541.74,4862.74,4612.71,5000.0,5000.0,4508.29,2357.12,5000.0,5000.0,3098.15,5000.0,2052.72,5000.0,4712.49,2565.92,286.372,5000.0,5000.0,5000.0,5000.0,5000.0
LABS_n060_goal005.cnf,1fea569c5594061a7c4e06a893c5ec0d,3012.67,5000.0,5000.0,542.462,677.738,1686.25,5000.0,158.481,514.625,5000.0,1273.76,522.129,5000.0,1420.23,2938.56,301.87,1948.31,5000.0,5000.0,5000.0,1382.33,1635.31,753.995,4508.04,173.213,3093.01,5000.0,5000.0,368.659,3924.11,1019.49,3846.68,4205.69,4626.59,2649.78
crafted_n12_d6_c3_num22.cnf,e36d3d231d460c7b6c4ecd1be1d68c83,5000.0,24.6942,5000.0,4603.1,5000.0,918.681,4584.27,3002.72,569.594,791.169,2507.64,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,900.204,5000.0,3428.91,5000.0,4653.24,999.068,1883.22,5000.0,5000.0,4425.65,1259.09,1704.62,4979.41,5000.0,5000.0,4983.98
toughsat_factoring_426s.cnf,a985abf689bf63bb9b3a327d335ab7e3,976.184,5000.0,1886.17,374.43,863.665,595.442,7.04193,1052.75,1686.57,402.27,280.672,269.248,509.518,2420.1,1377.28,1850.98,466.857,5000.0,5000.0,736.899,662.292,131.736,985.382,1005.69,23.3984,120.661,5000.0,292.196,240.322,1728.44,550.764,2779.58,3319.69,2948.94,2566.48
toughsat_factoring_958s.cnf,94165ea1dd4efa91efa16f14470dd878,577.664,5000.0,481.347,296.425,387.856,460.895,226.471,408.394,108.947,48.0237,633.446,1024.3,912.396,1178.21,1362.34,675.153,561.898,5000.0,5000.0,737.183,1253.4,192.517,156.554,156.344,46.8649,211.092,5000.0,84.6131,384.712,242.075,1108.51,3145.9,2865.85,2349.67,2747.35
toughsat_factoring_428s.cnf,713d583846c63b962ad768279ec4a87f,289.436,566.527,192.604,46.349,201.33,205.176,148.716,191.912,158.897,79.3609,262.262,138.11,209.589,1376.33,1004.99,88.6645,417.4,5000.0,5000.0,13.7189,81.1007,676.203,67.9687,68.1176,188.14,85.0921,5000.0,65.829,26.442,0.802877,25.7981,2761.04,2687.49,428.328,3000.65
toughsat_factoring_inf.cnf,5503cee318a00e66dec5520be83bc536,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
crafted_n10_d6_c4_num16.cnf,23f1186aa7a19d74a53aa63a32fdf8c4,5000.0,32.1471,5000.0,2312.44,5000.0,1055.11,1949.37,1941.11,431.677,1620.82,3625.16,3551.91,5000.0,5000.0,2857.87,5000.0,5000.0,5000.0,5000.0,1310.32,5000.0,3476.95,4581.59,2597.34,651.679,5000.0,5000.0,5000.0,2722.47,1272.23,1104.21,3563.7,5000.0,3509.82,3502.66
connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,41d80cc808c021a52e21ee9950bc91e0,5000.0,5000.0,5000.0,4843.51,4606.56,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4973.28,5000.0,4260.46,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
toughsat_factoring_895s.cnf,b2028131a89950dc9fe9928b873a1507,465.257,1749.82,578.774,398.623,27.6948,4466.64,658.985,1412.32,29.5225,21.4817,19.896,3312.37,256.875,1182.06,3270.67,2404.16,1583.96,5000.0,5000.0,2008.32,914.881,104.447,460.672,455.898,425.137,807.116,5000.0,800.638,266.955,1068.11,4608.45,2519.51,2520.88,5000.0,2579.5
toughsat_factoring_1238s.cnf,436b183373ca7a49023bf095b563e9b4,496.311,3125.33,35.0567,447.901,317.196,1383.99,105.117,234.512,233.849,12.0882,481.984,615.807,92.4509,1030.98,1242.9,161.043,520.252,5000.0,5000.0,161.625,523.719,42.6245,751.676,746.89,69.3235,240.932,5000.0,185.379,578.803,7.39487,12.8181,2989.36,2799.16,564.716,2532.7
crafted_n12_d6_c4_num17.cnf,df0ff66cca37772d2fcf9388491d7255,5000.0,64.3662,5000.0,5000.0,5000.0,1405.86,3334.65,3373.21,636.12,512.875,4303.8,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1479.74,5000.0,5000.0,1355.7,5000.0,547.423,5000.0,5000.0,5000.0,5000.0,1944.19,1532.96,4447.97,5000.0,4315.92,4275.97
LABS_n064_goal005.cnf,07316ba906a5b562064fd56cb92dde75,5000.0,5000.0,5000.0,2211.66,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2957.61,4275.01,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1821.29,5000.0,3477.51,5000.0,5000.0,744.254,5000.0,2565.15,703.417,3253.99,5000.0,5000.0,5000.0,5000.0,5000.0
jkkk-random-132906006632161-10-10-33-OR-sat.cnf,30a1e9249589dd63ae3a8ae03212749f,5000.0,5000.0,5000.0,5000.0,3342.5,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3116.0,5000.0,5000.0,5000.0,5000.0,2385.31,1709.17,5000.0,5000.0,5000.0,3570.02,5000.0,5000.0,2043.48,1153.34,5000.0,442.242,5000.0,5000.0,5000.0,5000.0
sgen4-sat-220-8.cnf,ed12f7c7cea55fa7d3dae503855f6902,37.1414,1575.95,5000.0,5000.0,11.5782,5000.0,5000.0,5000.0,5000.0,5000.0,2844.32,5000.0,5000.0,9.03962,8.5747,5000.0,422.193,5000.0,577.879,5000.0,4552.06,5000.0,5000.0,5000.0,5000.0,5000.0,10.5914,5000.0,5000.0,5000.0,5000.0,27.4208,27.3768,62.4385,27.0069
rbsat-v760c43649gyes4.cnf,b11db9969a1dd3e5093b78c3e4d42d0c,4.15737,5000.0,5000.0,484.888,12.7591,3433.51,2611.07,2555.38,4053.38,42.0496,5000.0,5000.0,3474.34,9.00863,8.95764,5000.0,449.728,31.3872,17.5133,5000.0,3429.56,5000.0,3533.26,3547.45,5000.0,89.4734,0.474926,5000.0,5000.0,5000.0,5000.0,0.18697,0.184971,0.229964,0.183971
sgp_5-5-6.sat05-2675.reshuffled-07.cnf,531549e214a293ad3adf6ddff17eb882,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3094.45,5000.0,5000.0,5000.0,5000.0,2155.69,5000.0,412.427,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1450.85,5000.0
LABS_n041_goal003.cnf,ae07bf28d99a96bdbf7ac34cf8e8eed4,5000.0,5000.0,5000.0,378.376,5000.0,5000.0,2654.49,469.978,3757.44,5000.0,5000.0,921.175,575.62,1404.61,5000.0,5000.0,4062.08,5000.0,5000.0,430.261,1681.29,5000.0,3330.46,437.517,3009.65,558.4,5000.0,4047.26,512.207,5000.0,421.603,5000.0,5000.0,5000.0,5000.0
QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,26eb408aec254c812108c852e426e72f,1962.29,5000.0,5000.0,235.522,214.93,5000.0,464.337,1080.43,2842.4,1136.15,1322.83,2846.89,5000.0,1224.87,1326.51,1304.94,608.161,5000.0,5000.0,2119.84,2220.45,1472.26,1656.55,1780.93,5000.0,3542.31,5000.0,415.549,1266.49,1950.25,1818.23,3827.18,2692.71,5000.0,3456.01
QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,7f866db903b373b6b7f75057c2353f02,1352.28,2841.3,5000.0,228.107,211.223,2767.38,738.306,437.688,4057.77,510.722,1211.64,606.826,2600.36,1227.26,1185.48,581.084,665.251,5000.0,5000.0,968.432,1237.11,1111.34,749.656,655.045,5000.0,4286.1,5000.0,176.402,701.207,630.474,1327.62,3690.11,2652.44,3896.5,3784.78
QG7a-gensys-icl009.sat05-3830.reshuffled-07.cnf,63733d54eda8872a9d86a78f0ba7397d,3026.64,5000.0,5000.0,1147.12,1143.24,5000.0,5000.0,3847.78,4985.41,849.45,5000.0,5000.0,2127.61,2027.55,3099.39,5000.0,1373.86,5000.0,5000.0,1212.94,5000.0,1945.32,2111.48,2144.3,5000.0,2741.01,5000.0,1497.65,1070.95,1561.7,935.864,5000.0,3605.77,5000.0,5000.0
crafted_n10_d6_c3_num3.cnf,359774514c4c1f341601e095cbec3d50,5000.0,22.0307,5000.0,1784.48,5000.0,866.13,3179.06,3030.21,952.098,3502.19,2920.87,4654.45,5000.0,5000.0,4030.47,5000.0,5000.0,5000.0,5000.0,2088.12,5000.0,5000.0,607.865,2001.34,734.966,1089.72,5000.0,5000.0,5000.0,939.409,1158.69,5000.0,5000.0,5000.0,5000.0
QG7-dead-dnd002.sat05-3108.reshuffled-07.cnf,1f41f91cdd25b8e3813b8e50b5819b08,1670.28,5000.0,5000.0,481.77,422.955,5000.0,696.815,907.093,2331.49,1276.38,810.626,3563.5,5000.0,1437.96,1391.19,3484.41,890.407,5000.0,5000.0,1583.93,1552.97,1183.17,952.504,1022.34,5000.0,5000.0,5000.0,802.547,1301.28,2195.65,956.567,3309.79,2893.03,2029.71,3150.35
phnf-size10-exclusive-luckySeven.used-as.sat04-990.sat05-4196.reshuffled-07.cnf,bf3618cdbef11db03f2026bf209783fc,4534.37,5000.0,5000.0,58.5321,5000.0,77.5432,60.8327,48.6586,224.303,109.445,93.3418,104.208,58.4971,2428.58,5000.0,1938.08,1370.41,5000.0,5000.0,109.86,374.408,74.7846,74.8206,64.2032,175.555,164.056,5000.0,639.472,68.2386,85.475,70.1653,2595.47,5000.0,140.114,2550.15
sgen4-sat-200-8.cnf,7ffeee7c969b39d93464016f7c7cc7f0,11.6732,781.354,3724.26,5000.0,7.2069,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.56676,1.50377,5000.0,436.693,782.572,303.154,5000.0,970.592,5000.0,5000.0,5000.0,5000.0,833.027,4.71528,3099.82,5000.0,5000.0,5000.0,2.79257,2.80857,22.9195,2.80757
eulcbip-8-UNSAT.sat05-3937.reshuffled-07.cnf,cc16a72221b8e1efdfd6127b2f238bcd,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
em_7_4_9_exp.cnf,4b407f7d85e83c60fceae64b7f0e6e1f,605.109,5000.0,5000.0,9.54355,21.7967,1.72474,12.2171,12.1761,7.8768,0.297954,1.17482,3.45047,2.18367,987.218,982.778,8.31474,429.074,5000.0,5000.0,2.15567,16.0886,0.664898,14.8327,4.80627,14.6408,11.9202,165.732,37.9452,3.9674,4.26535,2.25766,290.893,290.595,35.1896,290.901
connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf,d59b4e28276b4b99e12e66d1c286ecef,5000.0,5000.0,5000.0,1873.16,1631.69,5000.0,5000.0,5000.0,5000.0,2959.14,3434.76,5000.0,5000.0,5000.0,5000.0,5000.0,3426.81,5000.0,5000.0,5000.0,687.472,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4095.66,5000.0,5000.0,60.3188,5000.0,3999.07,5000.0,5000.0
connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,c2cb7643bd8a1926480278b8bba0ef3d,1776.79,476.475,2658.4,849.792,567.88,5000.0,2808.42,969.768,1308.28,967.11,1362.74,2168.81,2073.34,1505.08,1402.08,1725.63,917.881,5000.0,5000.0,2195.62,1590.8,961.417,1922.35,1964.17,2502.36,609.73,5000.0,448.55,802.416,4381.3,1465.89,3863.23,2981.48,1733.98,3300.81
crafted_n12_d6_c3_num17.cnf,5e76f77d76292c44777371bad0191630,5000.0,25.1492,5000.0,5000.0,5000.0,1058.69,3732.73,3518.24,577.92,569.946,1989.41,2020.81,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1242.47,5000.0,2282.97,520.013,3100.77,673.216,2844.3,5000.0,5000.0,2152.71,1104.25,912.099,4519.72,5000.0,3935.45,4459.36
crafted_n12_d5_c4_num27.cnf,dd4c3577ec365997ab30f133547f34d7,4187.5,1114.6,5000.0,251.899,107.102,98.564,209.369,214.69,72.7489,28.3687,728.827,486.668,815.132,1149.08,1126.57,1239.41,273.351,5000.0,5000.0,116.497,1527.27,178.134,277.325,400.067,177.159,43.4184,5000.0,931.736,154.294,194.03,148.76,3212.06,2617.56,597.035,2801.85
urq55.cnf,0cb2e2c7755a75aea015704bd78d7b12,5000.0,5000.0,0.004998,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1.62075,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,203.31,5000.0,5000.0,0.546916,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
hid-uns-enc-6-1-0-0-0-0-10605.cnf,2816f3702b57ce7ff17aa2c1587a04d4,1153.56,5000.0,5000.0,946.957,1127.6,1285.09,1088.46,996.913,1420.55,1601.84,1027.35,1161.82,921.784,2041.0,2188.08,5000.0,1297.85,5000.0,5000.0,804.1,3339.19,1130.69,1008.9,1002.74,3684.3,5000.0,5000.0,3205.45,724.05,778.997,775.459,3550.95,3568.93,2062.25,3447.01
ndist.b.27984.cnf,54cd87c214b35a3b04123a5a84c38128,53.1159,696.988,5000.0,11.2373,883.102,3.50347,1374.47,992.199,23.4234,720.916,5000.0,5000.0,3.2865,745.704,726.606,5000.0,802.872,54.3317,64.4012,9.76052,5000.0,4.33334,13.122,14.4918,10.2434,10.8483,735.278,3.15552,3.41048,3.51247,3.17852,695.855,781.7,788.769,716.467
gt-ordering-unsat-gt-035.sat05-1308.reshuffled-07.cnf,b48823728f2aa04622fbc4c81dd39148,3912.8,5000.0,5000.0,5000.0,5000.0,8.40072,1742.95,1698.33,326.818,16.3675,374.431,1860.32,1.47878,5000.0,5000.0,75.2616,5000.0,5000.0,5000.0,2308.89,5000.0,1861.06,2094.41,2015.15,0.404937,0.246961,5000.0,5000.0,1491.05,114.11,2305.64,2873.22,5000.0,2010.16,4740.02
hid-uns-enc-6-1-0-0-0-0-22883.cnf,9a4c04f5bd85b727dadf83ba4c7ae3b7,1022.21,5000.0,5000.0,3768.28,2584.35,1485.76,550.497,1028.4,1057.16,1422.42,710.77,1230.24,1005.06,2776.0,4879.19,5000.0,3054.55,5000.0,5000.0,774.762,2901.91,1272.9,778.405,772.884,5000.0,5000.0,5000.0,4676.25,477.665,693.236,599.789,3229.27,4940.95,1385.44,3349.38
mrpp_4x4#10_16.cnf,16465ab2c80c6df120c4250142a04f63,376.748,5000.0,5000.0,1.62575,1042.4,3.2675,12.7191,2.29365,0.97685,5.44117,1.07383,3.52646,4.18236,2804.73,997.833,6.06508,726.607,5000.0,5000.0,0.744886,4.30735,1.84772,2.01569,1.78273,4.72228,4.78027,5000.0,60.8148,2.10768,3.18451,0.727888,2501.09,3488.06,2.41763,2501.83
LABS_n081_goal007.cnf,70e9790e713c73816ad110b04f02c930,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,5000.0,4339.72,3518.78,770.82,1533.83,5000.0,2203.49,5000.0,4787.09,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2353.23,2493.3,5000.0,5000.0,735.764,123.347,5000.0,5000.0,5000.0,5000.0,4232.7,5000.0
hid-uns-enc-6-1-0-0-0-0-6441.cnf,596a49626d25c8cd95facb7f25a8fb2f,1004.68,5000.0,5000.0,644.892,5000.0,805.747,1948.32,1432.42,1792.12,1778.34,576.434,1384.75,1395.91,3151.91,5000.0,5000.0,4254.53,5000.0,5000.0,470.201,3682.51,782.205,525.712,535.026,4199.6,5000.0,5000.0,5000.0,377.52,727.993,631.893,3073.87,5000.0,2230.48,3843.89
sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,0b356767f83a803ddf362cecd03688e1,3.42648,5000.0,5000.0,7.61084,3.03254,0.237963,8.85565,8.46071,22.7875,3.9524,490.463,476.59,0.217966,984.47,984.333,31.8462,15.6646,5000.0,9.64553,0.634903,519.882,0.245962,384.644,2.86756,0.85187,0.487925,1.25081,0.249961,0.226964,0.229964,0.280957,1.12783,1.12283,4.50131,1.12683
hid-uns-enc-6-1-0-0-0-0-8285.cnf,49649741694208bf9ff9194e9507793c,815.749,5000.0,5000.0,563.83,1124.03,899.764,761.243,455.764,899.712,1660.75,497.269,600.23,890.893,1832.65,2033.99,5000.0,1312.08,5000.0,5000.0,592.985,1696.41,1049.45,492.014,489.673,1638.03,5000.0,5000.0,1022.38,467.034,757.42,570.902,3007.29,3563.04,1493.46,3173.39
LABS_n087_goal008.cnf,f609c3de3a6e0b577f3ed9f71342dc24,5000.0,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,1452.01,2106.02,566.307,325.335,5000.0,3532.94,1296.71,5000.0,2726.54,5000.0,5000.0,1755.12,461.113,4491.78,72.244,5000.0,5000.0,3832.74,5000.0,1784.99,813.026,5000.0,5000.0,3048.54,4689.81,5000.0,3113.97
rnd-v25-e32-k4.cnf,dcc30f1943bec29d2d72b997a724a101,962.202,5000.0,5000.0,208.657,3462.95,316.171,165.239,195.026,547.361,1242.89,448.75,454.857,279.246,4781.7,5000.0,2184.07,5000.0,5000.0,5000.0,150.551,1525.71,218.523,423.813,227.667,2372.12,1049.45,5000.0,1886.04,175.42,222.995,214.39,2983.67,5000.0,339.801,2648.47
crafted_n11_d6_c4_num4.cnf,87ba9995546defd17be8c6247ba0c8d5,5000.0,39.461,5000.0,5000.0,5000.0,956.419,3120.87,3113.21,1005.77,5000.0,4440.49,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1204.41,5000.0,5000.0,5000.0,3066.94,787.751,1765.69,5000.0,5000.0,3893.7,1458.62,1490.75,4382.72,5000.0,4488.34,4331.97
LABS_n082_goal007.cnf,cb97dd203491e920286856fec7485475,3408.59,5000.0,5000.0,5000.0,5000.0,5000,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,4506.03,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1710.55,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
crafted_n11_d6_c4_num2.cnf,8218e88691ad442046cb2e0471a8e2b7,5000.0,39.0001,5000.0,4543.96,5000.0,2014.79,5000.0,5000.0,1179.59,555.311,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,3264.42,5000.0,5000.0,918.563,5000.0,698.235,4787.58,5000.0,5000.0,5000.0,1570.26,3366.95,5000.0,5000.0,5000.0,5000.0
pmg-11-UNSAT.sat05-3939.reshuffled-07.cnf,ab810788a5ff5edde690e75706c8dd18,3527.49,461.595,391.758,161.677,296.512,5000.0,3359.24,5000.0,0.008998,4056.62,5000.0,5000.0,5000.0,1174.63,1112.05,5000.0,556.712,5000.0,5000.0,3559.73,4096.06,4420.97,2602.54,2494.02,3360.06,722.529,5000.0,156.896,3330.21,5000.0,4091.75,5000.0,2632.53,5000.0,5000.0
mutcb16.cnf,bd77a80ed031274a49c614a493f71a1c,1187.6,5000.0,5000.0,5000.0,5000.0,5000.0,4105.85,2663.18,3832.13,4616.86,1065.18,5000.0,1514.04,5000.0,5000.0,2290.97,5000.0,5000.0,5000.0,4242.21,5000.0,1956.22,2670.48,3920.01,3303.39,871.82,5000.0,5000.0,1108.13,3187.26,4687.46,3543.12,5000.0,874.436,3882.54
battleship-14-14-unsat.cnf,78a2cc7b74fc3d9947709f16156cc565,5000.0,1245.56,2716.63,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
hid-uns-enc-6-1-0-0-0-0-27601.cnf,4b28001fb63c4221aa57ccbbfa93068f,744.024,5000.0,5000.0,1399.4,1133.51,730.935,615.494,635.122,863.485,1656.93,460.842,998.254,842.296,1492.38,2257.34,5000.0,1185.23,5000.0,5000.0,728.875,2774.31,867.132,286.536,287.152,2408.2,5000.0,5000.0,2630.08,384.179,446.043,275.973,2975.59,3575.17,711.588,2969.24
