Instance,MD5,SparrowToRiss,dk-SAT11,march_br,gluebit_clasp,clasp_vflip,GlucoRed,Solver43a,Solver43b,forl,strangenight,relback,gluH,ZENN,MIPSat,MIPSat,SAT4J,CSHCcombCS,gNovelty+GCa,gNovelty+GCwa,Riss3g (disqualified),satUZK,gluH_simp,BreakIDGlucose,ShatterGlucose,Lingeling,Lingeling,sattime2013,minipure,glucose,glueminisat,Riss3g,sattimeRelbackSeq,sattimeClasp,sattimeRelbackShr,RSeq (not competing)
ndist.b.29980.cnf,7bba25ea7c3772a5a872f39d0174f320,33.7919,747.17,5000.0,3.55846,131.828,3.9564,1641.44,966.324,23.8774,812.742,5000.0,5000.0,3.60845,932.553,822.297,4941.39,803.458,61.6446,69.9044,11.2983,5000.0,4.09038,14.1049,15.8246,11.0313,8.77766,899.707,3.48747,3.82942,3.72843,3.49847,808.351,813.464,838.366,824.112
ndist.b.22495.cnf,2ff16e7b3499da712b0e64ad62425f9a,42.4775,375.248,5000.0,2.6136,136.273,2.83557,587.779,406.813,21.7867,692.475,5000.0,5000.0,2.57361,488.467,500.312,4069.11,799.822,34.7877,38.9221,9.28259,5000.0,2.82057,12.0482,11.9742,8.93164,16.7834,449.812,2.47962,2.6506,2.6296,2.57661,501.224,483.705,467.282,487.635
ndist.b.24990.cnf,be0f5f33aec40b13808877361d9f8c1c,34.7647,522.971,5000.0,3.05853,147.734,3.17452,1250.12,534.705,32.0521,735.653,5000.0,5000.0,3.11952,627.074,531.315,3895.28,801.486,43.1244,47.4838,9.07862,5000.0,3.37749,13.287,12.905,10.0255,8.39872,594.177,2.83557,3.12152,3.08653,2.83157,597.89,556.483,592.765,576.207
rnd-v25-e157-k12.cnf,ebd577f41b7f597ccfe8ddf226a0aba7,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ndist.b.21996.cnf,2ec665cef804b197b0137e8268cad36b,37.6463,383.774,5000.0,2.57261,156.594,3.41948,759.361,319.067,18.9871,673.707,5000.0,5000.0,3.19051,453.348,411.855,3459.38,801.423,33.2579,36.3005,7.66983,5000.0,2.88656,11.1163,11.1773,8.80066,22.3596,457.32,2.46362,3.3135,3.36249,2.42863,449.213,438.643,422.538,429.684
ndist.b.25489.cnf,0746e63cbf074dfde08ea21ea0381e2b,61.4367,563.068,5000.0,3.04654,151.984,3.17552,925.987,642.466,29.2995,706.294,5000.0,5000.0,2.98255,623.404,602.908,3932.93,802.469,44.4142,49.8214,9.40957,5000.0,3.45647,13.9889,13.5999,10.1365,17.4124,624.377,2.86356,3.11153,3.2555,2.80657,625.257,615.173,679.302,645.657
ndist.b.26487.cnf,d68d76c29ed26a6f0d110635a1ba7816,36.0555,599.161,5000.0,3.11153,140.329,3.2685,899.106,741.047,24.6653,699.161,5000.0,5000.0,3.09853,711.713,646.678,4262.58,802.324,48.3876,54.8327,10.6054,5000.0,3.46447,14.5838,14.2298,9.76351,8.06977,732.358,3.21951,3.2855,3.2575,3.20351,671.667,680.421,621.933,705.713
rnd-v25-e233-k8.cnf,ddf05576773d6465e0e143ae469f92bf,2977.46,5000.0,5000.0,3236.56,5000.0,2041.77,1640.91,1639.24,5000.0,5000.0,5000.0,4389.66,2953.87,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1780.7,5000.0,1541.03,1456.07,1383.89,5000.0,5000.0,5000.0,5000.0,1407.37,1372.75,1456.58,5000.0,5000.0,5000.0,5000.0
rnd-v25-e178-k12.cnf,663c750b7d014e1f34c2f8f79fbfa49a,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ndist.b.20998.cnf,1b3377a216e05ebf998bb2ce52b0e5d7,26.211,342.186,5000.0,2.42563,203.588,2.6226,463.484,572.284,21.6327,725.796,5000.0,5000.0,2.46662,397.344,369.815,3121.56,801.213,30.1814,32.984,7.27289,5000.0,3.2865,10.4464,11.4263,8.19575,15.7336,380.328,2.38164,2.6036,2.6416,2.38264,426.917,372.386,385.135,403.01
ndist.b.26986.cnf,34d9e9ddfce847b03b06a5b20708f41b,43.2234,611.35,5000.0,3.14852,147.912,3.49447,822.849,635.644,19.0631,711.691,5000.0,5000.0,3.20451,713.595,629.888,5000.0,802.177,49.6764,56.3624,9.74452,5000.0,3.72643,14.6168,14.5568,10.0295,19.1441,651.146,3.08153,3.3105,3.2895,3.04554,642.819,636.578,708.125,637.038
em_12_2_4_exp.cnf,e72d819fa5b57b6476ac56a442ceab9b,25.4091,5000.0,5000.0,31.0063,5000.0,96.0184,293.599,242.07,927.725,235.647,277.455,156.859,165.285,6.593,6.36703,577.267,461.651,3666.16,1.84172,50.7173,21.7667,151.736,55.9315,196.898,211.833,42.8005,6.24605,4859.64,119.391,114.762,102.252,5.68713,5.69513,28.0487,5.69413
ndist.b.24491.cnf,34b5298cd050a62c3353028a5df5ab4b,37.8342,494.124,5000.0,2.94455,131.629,3.18451,1198.9,609.837,26.7379,678.396,5000.0,5000.0,2.98055,617.652,539.269,3876.62,801.118,41.1607,45.775,8.5677,5000.0,3.09953,11.2973,12.4291,9.56654,8.21675,572.632,2.86456,2.96555,2.91955,2.81757,657.537,573.07,570.748,578.632
LABS_n068_goal001.cnf,8701e0c2f2144cfc4d6d00dc21dcd706,3759.72,5000.0,5000.0,5000.0,4950.71,4807.01,4471.19,4163.88,2662.89,5000.0,2405.22,2498.62,2282.89,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2782.43,2444.01,3630.61,3060.84,2945.7,5000.0,5000.0,5000.0,2380.23,2648.47,2316.81,2620.99,4914.77,5000.0,5000.0,5000.0
rnd-v25-e195-k11.cnf,4161b270b5ac9719c28e01fc327495f9,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
fsf-300-354-2-2-3-2.94.opt.cnf,fee2b800d9f30cdf4b1b0463973ccccb,2.49962,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,147.479,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,860.857,5000.0
grid-pebbling-sat-grid-pbl-0300.sat05-1341.sat05-1341.reshuffled-07.cnf,e899c85929b7de69ebfb14f0dad93191,468.152,5000.0,5000.0,116.457,0.963852,0.892863,98.33,95.8594,198.479,27.9867,5000.0,5000.0,0.78688,985.367,985.116,5000.0,402.838,5000.0,69.9484,2.16567,5000.0,0.907861,3.39348,7.43587,3.63045,1.54676,5000.0,0.889864,0.840871,0.807877,1.20082,5000.0,2500.46,216.438,2598.06
ndist.b.29481.cnf,680b59976106379b2485fdc3079d082d,39.167,707.992,5000.0,3.50447,131.402,3.9574,1558.18,729.501,23.9804,711.166,5000.0,5000.0,3.49447,827.332,852.579,5000.0,803.342,59.7519,67.6727,11.1573,5000.0,3.85741,13.9899,15.9886,10.8184,8.65168,925.597,3.49747,3.77543,3.56946,3.41048,927.498,831.358,769.545,861.273
rnd-v25-e67-k8.cnf,8aaa8848dbdd80868dba67a10a603b40,3482.65,5000.0,5000.0,5000.0,5000.0,3498.25,2730.77,2473.82,5000.0,5000.0,5000.0,5000.0,3968.85,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,2796.55,5000.0,2641.4,2467.31,2188.86,5000.0,5000.0,5000.0,5000.0,1982.16,2284.49,2389.43,5000.0,5000.0,5000.0,5000.0
rnd-v25-e188-k11.cnf,d54e0eb674f04863b2adceb87955787d,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
rnd-v25-e246-k8.cnf,0874ee463a2dd30ba471dd6cde371261,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
rnd-v25-e217-k10.cnf,4b0fe662c1887bf7ce285e485f52ed03,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
ndist.b.20000.cnf,6a622aa7279bf0649afc4951004dbcb9,36.5744,287.114,5000.0,2.38164,141.654,3.19351,537.177,358.154,24.3823,715.814,5000.0,5000.0,3.11952,366.556,374.308,2594.15,777.734,27.6148,31.7232,6.45602,5000.0,3.05753,9.92549,10.9033,7.94279,7.38388,404.529,2.35564,3.07253,3.09753,2.28765,350.471,398.776,358.562,355.484
rnd-v25-e87-k10.cnf,44ec5444d83e67016bfc10371a08e1e1,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
VanDerWaerden_pd_2-3-20_390.cnf,9f9afdb81b528e7852015fad23de6353,3154.4,630.114,220.693,189.996,486.208,1609.2,258.089,260.396,1592.27,2060.22,241.908,336.091,317.352,1175.6,1145.29,367.53,583.756,5000.0,5000.0,279.615,292.764,325.692,264.379,261.579,1056.62,738.974,5000.0,112.892,244.599,447.592,279.121,2747.53,2658.67,492.0,2744.53
rnd-v25-e122-k12.cnf,b1beea312483ba25eba58bd4801b8502,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
rnd-v25-e13-k3.cnf,0b9479241cca81bdd601704e422cac98,721.255,7.45387,5000.0,1.3228,12.0342,0.745885,3.9664,4.00939,5.06023,3.9694,1.21581,1.26681,0.71489,985.59,985.479,2.52561,449.084,335.717,21.9877,1.45678,1.47478,0.733887,2.75458,3.64445,7.19191,1.49077,5000.0,0.923858,0.78288,1.53877,1.36279,2501.21,2500.92,3.82542,2499.79
rbsat-v1375c111739gyes5.cnf,5cc64fc395ac9b6d6a5d3b88927f3e73,20.4269,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,968.256,5000.0,5000.0,163.319,166.031,5000.0,464.246,336.829,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,26.159,5000.0,4304.5,5000.0,5000.0,0.940856,0.941856,41.9446,0.936857
sgen1-sat-140-100.cnf,07b17839a612470dd109e37b3b09aec5,0.479926,4.28635,9.51755,108.394,2.40463,459.632,29.9264,544.487,522.104,467.917,1146.98,173.285,1275.4,0.093984,0.091985,19.1651,31.6352,0.898863,0.474927,36.4395,53.7028,398.031,349.114,349.429,640.668,228.19,0.110982,31.7692,1013.73,276.868,103.188,0.32295,0.32095,0.06199,0.318951
mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,b79b003513b2a70c9b89188422a831e2,3869.91,558.366,0.017996,672.171,774.789,5000.0,2447.25,5000.0,0.010997,401.66,4782.9,875.596,1623.59,2083.92,1041.82,5000.0,864.227,5000.0,5000.0,3857.26,458.425,2770.83,3572.88,5000.0,955.737,1.44478,5000.0,974.725,5000.0,3147.23,3862.21,5000.0,3118.14,1152.94,5000.0
LABS_n070_goal006.cnf,410814f447128b64e2d8d70e493e2a78,5000.0,5000.0,5000.0,5000.0,173.74,1223.55,5000.0,5000.0,767.222,2566.95,2966.66,57.4483,1857.44,4286.49,5000.0,5000.0,1105.8,5000.0,5000.0,5000.0,625.617,5000.0,3632.73,274.472,5000.0,2256.84,5000.0,5000.0,2259.62,4293.94,1633.29,5000.0,5000.0,5000.0,3460.59
sgen1-sat-270-100.cnf,faab5c0aeb1a425be987801e96de7280,90.4992,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,62.2755,59.039,5000.0,523.851,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,484.934,5000.0,5000.0,5000.0,5000.0,18.2612,18.2582,192.75,18.2232
rnd-v25-e80-k10.cnf,9db79832f0a8a5de030dccb02b714914,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
MUS-v320-1.cnf,b9ad0dfab039d75c9fce00b1c2c85510,5000.0,22.8455,16.9754,340.392,393.576,5000.0,4334.14,5000.0,5000.0,3099.1,5000.0,5000.0,5000.0,1336.74,1305.89,5000.0,729.449,5000.0,5000.0,5000.0,2804.48,5000.0,5000.0,5000.0,5000.0,4723.31,5000.0,312.319,5000.0,5000.0,5000.0,5000.0,2786.01,5000.0,5000.0
MUS-v300-1.cnf,5d2ff01d8cd0914e81d34c45fd485faa,738.148,7.76682,5.81811,104.154,128.686,2825.8,752.807,338.308,1436.29,317.712,1033.46,476.971,893.084,1063.11,1050.63,444.408,474.135,5000.0,5000.0,360.04,512.27,518.274,402.01,373.543,655.063,374.5,5000.0,75.2356,380.522,909.605,364.856,3550.68,2569.6,1856.74,3304.5
MUS-v310-3.cnf,94b992217f26802feb57e19901cdc011,5000.0,18.7781,15.0297,296.379,351.169,5000.0,2720.36,5000.0,5000.0,2476.58,5000.0,5000.0,5000.0,1312.21,1239.54,5000.0,681.021,5000.0,5000.0,5000.0,2766.01,5000.0,5000.0,5000.0,5000.0,2581.76,5000.0,281.965,5000.0,5000.0,5000.0,5000.0,2747.93,5000.0,5000.0
MUS-v300-2.cnf,fabcc0bcf282f276261116c891f9cc73,3155.03,15.9966,12.3751,198.175,237.624,5000.0,2509.22,2665.49,5000.0,1386.39,5000.0,3940.26,5000.0,1197.52,1169.17,3500.72,635.117,5000.0,5000.0,2946.96,2201.29,3644.36,2916.59,2973.23,2293.34,1937.03,5000.0,220.551,2442.34,5000.0,2959.32,5000.0,2661.6,5000.0,5000.0
MUS-v320-2.cnf,785fb49da7379549112471def46d558b,5000.0,27.7578,21.4797,586.141,724.839,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,1515.59,1418.03,5000.0,845.292,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,541.727,5000.0,5000.0,5000.0,5000.0,3042.67,5000.0,5000.0
MUS-v310-1.cnf,201abdc983334ae221323321b419ced1,3931.31,22.6186,17.8123,316.564,378.226,5000.0,3475.95,4258.32,5000.0,2860.69,5000.0,5000.0,5000.0,1288.86,1241.28,5000.0,672.644,5000.0,5000.0,4210.36,3147.78,4862.32,4127.26,3655.51,3179.14,2298.5,5000.0,334.423,4334.3,5000.0,4195.97,5000.0,2763.13,5000.0,5000.0
MUS-v310-2.cnf,aae8c01bab8a0414b908125e6fe382fb,2928.83,15.9236,12.962,217.538,256.174,5000.0,1676.64,2778.93,5000.0,1394.42,5000.0,3041.77,5000.0,1199.76,1197.2,3608.47,603.797,5000.0,5000.0,2827.41,1726.8,2613.65,2697.94,3132.1,2556.01,1841.47,5000.0,259.184,2534.66,5000.0,2826.76,5000.0,2674.57,5000.0,5000.0
MUS-v320-3.cnf,18c4a0ae166a27c283a4c425820d6d76,5000.0,24.3773,18.8651,356.704,421.948,5000.0,4285.58,5000.0,5000.0,2390.36,5000.0,5000.0,5000.0,1392.87,1322.64,5000.0,745.099,5000.0,5000.0,5000.0,2948.26,5000.0,5000.0,5000.0,5000.0,3805.64,5000.0,424.073,5000.0,5000.0,5000.0,5000.0,2808.09,5000.0,5000.0
MUS-v330-2.cnf,544cda2cc3a1ab7e928138831a5a0834,4544.51,28.1607,22.5796,346.938,436.234,5000.0,4238.46,3848.93,5000.0,2802.84,5000.0,5000.0,5000.0,1337.7,1272.64,5000.0,724.13,5000.0,5000.0,4320.02,2976.83,4837.03,4804.8,4055.6,5000.0,3288.07,5000.0,452.864,4165.14,5000.0,4399.82,5000.0,2825.75,5000.0,5000.0
MUS-v300-3.cnf,9408972cf6361992b01398230e4b65b6,1799.03,13.5549,10.2944,175.474,215.725,5000.0,798.203,1290.89,5000.0,820.037,4397.57,1839.09,3294.03,1188.77,1124.42,1648.8,535.791,5000.0,5000.0,1383.85,1170.94,1682.33,1423.94,1472.49,1290.56,1379.85,5000.0,178.23,1465.31,5000.0,1409.9,5000.0,2638.47,5000.0,5000.0
MUS-v310-4.cnf,9b2de140f7b5261cf7dc348858b08453,2360.35,15.7206,12.3311,195.122,266.542,5000.0,1538.37,1916.49,5000.0,1390.28,5000.0,2940.08,4361.9,1173.87,1171.33,2790.53,600.696,5000.0,5000.0,1958.63,1215.84,2623.28,2140.02,2373.4,2804.16,1930.99,5000.0,226.989,1755.71,4003.2,1955.6,5000.0,2678.92,5000.0,5000.0
MUS-v300-4.cnf,c0a6a2516de8a7abfd04f864a071c437,2029.42,14.4358,11.1633,164.419,224.751,5000.0,1691.05,1427.24,5000.0,1038.26,4911.33,2246.34,5000.0,1142.33,1121.64,3010.02,596.016,5000.0,5000.0,1776.81,1556.78,2095.7,1819.57,1868.24,1645.11,1518.32,5000.0,162.002,1806.88,4433.81,1809.47,5000.0,2646.87,5000.0,5000.0
MUS-v330-1.cnf,4eedf1be2989b680ec079bf39da161e1,3921.37,22.0826,17.7643,267.535,322.115,5000.0,2297.84,3355.17,5000.0,1813.67,5000.0,4460.94,5000.0,1271.47,1230.23,5000.0,714.522,5000.0,5000.0,3686.2,2743.74,4496.99,3530.42,3504.44,2786.96,2123.46,5000.0,371.978,3541.58,5000.0,3717.42,5000.0,2724.6,5000.0,5000.0
tph9.cnf,6b59a08b882963e25c9e2f8d019af21a,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.018996,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph14.cnf,3068486753da24233b3934a6d8a9c61a,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.12498,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph16.cnf,363e3c274b998607ca800be210c35861,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.241962,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph11.cnf,11ded6479a0fa5fff4130846262521b0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.038993,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Hidoku_enu_6.cnf,33a59c8f923de94121bb33286fd37847,36.5214,5000.0,5000.0,501.479,7.11292,213.79,23.8144,3.98439,10.1855,5000.0,2.32865,8.39672,16.6305,0.691894,0.662898,16.6665,21.3787,5000.0,2267.12,16.8164,11.3363,3.52446,25.7241,16.0786,50.5413,9.76051,0.644901,24.6523,21.6557,4.72228,26.396,3.61045,3.61845,5.30819,3.61445
tph8.cnf,f89125bfb3d999d785371286be910b88,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,201.315,5000.0,5000.0,0.011997,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
Dodecahedron-k7.cnf,2cd05d8f40912fcd8fd1e06bf3b12df8,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph10.cnf,38a58be13585e2bf062285900d42f65f,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.026995,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph7.cnf,602e69ccd5a77a6a69c548cd5bb203b4,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,201.638,102.876,5000.0,0.006998,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph6.cnf,ff18e7f3b2e82ff125cb310fa8e940aa,1130.28,79.7819,119.739,91.0722,140.555,1777.45,113.401,362.825,5000.0,363.817,543.072,660.685,3937.14,1110.07,1070.68,246.418,506.983,5000.0,5000.0,50.4613,501.447,719.574,547.611,3.3005,2050.92,0.003998,5000.0,188.144,417.759,2559.7,631.406,3041.53,2573.06,568.33,2971.12
tph18.cnf,1fcb2bb906c35093c1ffccb58e4860c6,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,208.46,5000.0,5000.0,0.479926,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph19.cnf,02b508588cd29b260211e3e9ff4b1ee8,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,212.754,5000.0,5000.0,0.626904,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph12.cnf,62a2988f3015fd4f98ad572638ae2e6d,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.06099,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
tph20.cnf,b032e0e224abe4443f9a8226693b6747,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.799877,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
em_7_4_9_all.cnf,d78c1359306a87fe47f1b830ca255359,661.8,5000.0,5000.0,0.143978,19.85,2.11968,3.60345,3.59945,2.24166,0.260959,3.16252,1.80372,10.3854,57.3123,56.2584,4.68129,308.885,1066.03,1353.4,0.286955,4.29935,2.96955,2.30365,8.30674,23.8604,32.0851,265.988,4.31634,1.3338,1.02484,3.48047,135.093,135.87,3.17252,135.476
mrpp_4x4#6_24.cnf,b293be1a757bc424b8424aa6a434d0c6,220.77,5000.0,5000.0,0.794879,5000.0,0.486925,0.467928,0.986849,0.789879,0.967852,0.693893,0.342947,0.31795,1366.54,999.1,3.37649,5000.0,5000.0,5000.0,0.349946,0.637902,0.383941,0.677896,0.503923,1.73374,1.65875,5000.0,0.374942,0.299953,0.567913,0.555914,2500.32,5000.0,1.49477,2500.21
